"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_031_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Provider Country 2016 , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'England' ","'Firm choice' ",5880
2008 ,"'M2 - Law by Topic' ","'England' ","'RPA' ",100
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'Firm choice' ",105
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'Insurance choice' ",15
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'M2 - Law by Topic' ","'Scotland' ","'RPA' ",5
2008 ,"'M2 - Law by Topic' ","'Wales' ","'Firm choice' ",10
2008 ,"'M2 - Law by Topic' ","'Wales' ","'RPA' ",15
2008 ,"'M9 - Others in Law' ","'England' ","'Firm choice' ",1300
2008 ,"'M9 - Others in Law' ","'England' ","'Insurance choice' ",105
2008 ,"'M9 - Others in Law' ","'England' ","'Other main scheme choice' ",80
2008 ,"'M9 - Others in Law' ","'England' ","'Extra' ",20
2008 ,"'M9 - Others in Law' ","'England' ","'Main scheme Clearing' ",175
2008 ,"'M9 - Others in Law' ","'England' ","'Direct Clearing' ",60
2008 ,"'M9 - Others in Law' ","'England' ","'RPA' ",180
2008 ,"'M9 - Others in Law' ","'Northern Ireland' ","'Firm choice' ",105
2008 ,"'M9 - Others in Law' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'M9 - Others in Law' ","'Scotland' ","'Firm choice' ",100
2008 ,"'M9 - Others in Law' ","'Scotland' ","'Insurance choice' ",25
2008 ,"'M9 - Others in Law' ","'Scotland' ","'Other main scheme choice' ",5
2008 ,"'M9 - Others in Law' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'M9 - Others in Law' ","'Scotland' ","'RPA' ",10
2008 ,"'M9 - Others in Law' ","'Wales' ","'Firm choice' ",90
2008 ,"'M9 - Others in Law' ","'Wales' ","'Insurance choice' ",10
2008 ,"'M9 - Others in Law' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'M9 - Others in Law' ","'Wales' ","'Main scheme Clearing' ",15
2008 ,"'M9 - Others in Law' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'M9 - Others in Law' ","'Wales' ","'RPA' ",10
2008 ,"'MM - Combinations within Law' ","'England' ","'Firm choice' ",310
2008 ,"'MM - Combinations within Law' ","'England' ","'Insurance choice' ",15
2008 ,"'MM - Combinations within Law' ","'England' ","'Other main scheme choice' ",15
2008 ,"'MM - Combinations within Law' ","'England' ","'Main scheme Clearing' ",55
2008 ,"'MM - Combinations within Law' ","'England' ","'Direct Clearing' ",5
2008 ,"'MM - Combinations within Law' ","'England' ","'RPA' ",20
2008 ,"'MM - Combinations within Law' ","'Scotland' ","'Firm choice' ",10
2008 ,"'MM - Combinations within Law' ","'Wales' ","'Firm choice' ",10
2008 ,"'MM - Combinations within Law' ","'Wales' ","'RPA' ",5
2008 ,"'N0 - Business & Admin studies: any area' ","'England' ","'Firm choice' ",5
2008 ,"'N0 - Business & Admin studies: any area' ","'England' ","'RPA' ",5
2008 ,"'N1 - Business studies' ","'England' ","'Firm choice' ",5315
2008 ,"'N1 - Business studies' ","'England' ","'Insurance choice' ",695
2008 ,"'N1 - Business studies' ","'England' ","'Other main scheme choice' ",415
2008 ,"'N1 - Business studies' ","'England' ","'Extra' ",95
2008 ,"'N1 - Business studies' ","'England' ","'Main scheme Clearing' ",815
2008 ,"'N1 - Business studies' ","'England' ","'Direct Clearing' ",285
2008 ,"'N1 - Business studies' ","'England' ","'RPA' ",1215
2008 ,"'N1 - Business studies' ","'Northern Ireland' ","'Firm choice' ",250
2008 ,"'N1 - Business studies' ","'Northern Ireland' ","'Insurance choice' ",45
2008 ,"'N1 - Business studies' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'N1 - Business studies' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'N1 - Business studies' ","'Northern Ireland' ","'Direct Clearing' ",15
2008 ,"'N1 - Business studies' ","'Scotland' ","'Firm choice' ",565
2008 ,"'N1 - Business studies' ","'Scotland' ","'Insurance choice' ",60
2008 ,"'N1 - Business studies' ","'Scotland' ","'Other main scheme choice' ",40
2008 ,"'N1 - Business studies' ","'Scotland' ","'Extra' ",5
2008 ,"'N1 - Business studies' ","'Scotland' ","'Main scheme Clearing' ",70
2008 ,"'N1 - Business studies' ","'Scotland' ","'Direct Clearing' ",10
2008 ,"'N1 - Business studies' ","'Scotland' ","'RPA' ",230
2008 ,"'N1 - Business studies' ","'Wales' ","'Firm choice' ",330
2008 ,"'N1 - Business studies' ","'Wales' ","'Insurance choice' ",65
2008 ,"'N1 - Business studies' ","'Wales' ","'Other main scheme choice' ",20
2008 ,"'N1 - Business studies' ","'Wales' ","'Extra' ",5
2008 ,"'N1 - Business studies' ","'Wales' ","'Main scheme Clearing' ",40
2008 ,"'N1 - Business studies' ","'Wales' ","'Direct Clearing' ",30
2008 ,"'N1 - Business studies' ","'Wales' ","'RPA' ",135
2008 ,"'N2 - Management studies' ","'England' ","'Firm choice' ",5965
2008 ,"'N2 - Management studies' ","'England' ","'Insurance choice' ",795
2008 ,"'N2 - Management studies' ","'England' ","'Other main scheme choice' ",465
2008 ,"'N2 - Management studies' ","'England' ","'Extra' ",125
2008 ,"'N2 - Management studies' ","'England' ","'Main scheme Clearing' ",870
2008 ,"'N2 - Management studies' ","'England' ","'Direct Clearing' ",260
2008 ,"'N2 - Management studies' ","'England' ","'RPA' ",1120
2008 ,"'N2 - Management studies' ","'Northern Ireland' ","'Firm choice' ",65
2008 ,"'N2 - Management studies' ","'Northern Ireland' ","'Insurance choice' ",5
2008 ,"'N2 - Management studies' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'N2 - Management studies' ","'Scotland' ","'Firm choice' ",735
2008 ,"'N2 - Management studies' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'N2 - Management studies' ","'Scotland' ","'Other main scheme choice' ",110
2008 ,"'N2 - Management studies' ","'Scotland' ","'Extra' ",5
2008 ,"'N2 - Management studies' ","'Scotland' ","'Main scheme Clearing' ",65
2008 ,"'N2 - Management studies' ","'Scotland' ","'Direct Clearing' ",30
2008 ,"'N2 - Management studies' ","'Scotland' ","'RPA' ",360
2008 ,"'N2 - Management studies' ","'Wales' ","'Firm choice' ",185
2008 ,"'N2 - Management studies' ","'Wales' ","'Insurance choice' ",15
2008 ,"'N2 - Management studies' ","'Wales' ","'Other main scheme choice' ",15
2008 ,"'N2 - Management studies' ","'Wales' ","'Extra' ",5
2008 ,"'N2 - Management studies' ","'Wales' ","'Main scheme Clearing' ",25
2008 ,"'N2 - Management studies' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'N2 - Management studies' ","'Wales' ","'RPA' ",70
2008 ,"'N3 - Finance' ","'England' ","'Firm choice' ",735
2008 ,"'N3 - Finance' ","'England' ","'Insurance choice' ",95
2008 ,"'N3 - Finance' ","'England' ","'Other main scheme choice' ",50
2008 ,"'N3 - Finance' ","'England' ","'Extra' ",20
2008 ,"'N3 - Finance' ","'England' ","'Main scheme Clearing' ",105
2008 ,"'N3 - Finance' ","'England' ","'Direct Clearing' ",30
2008 ,"'N3 - Finance' ","'England' ","'RPA' ",70
2008 ,"'N3 - Finance' ","'Northern Ireland' ","'Firm choice' ",115
2008 ,"'N3 - Finance' ","'Northern Ireland' ","'Insurance choice' ",15
2008 ,"'N3 - Finance' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'N3 - Finance' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'N3 - Finance' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'N3 - Finance' ","'Scotland' ","'Firm choice' ",70
2008 ,"'N3 - Finance' ","'Scotland' ","'Insurance choice' ",10
2008 ,"'N3 - Finance' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'N3 - Finance' ","'Scotland' ","'Extra' ",5
2008 ,"'N3 - Finance' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'N3 - Finance' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'N3 - Finance' ","'Scotland' ","'RPA' ",25
2008 ,"'N3 - Finance' ","'Wales' ","'Firm choice' ",40
2008 ,"'N3 - Finance' ","'Wales' ","'Insurance choice' ",5
2008 ,"'N3 - Finance' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'N3 - Finance' ","'Wales' ","'Main scheme Clearing' ",10
2008 ,"'N3 - Finance' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'N3 - Finance' ","'Wales' ","'RPA' ",5
2008 ,"'N4 - Accounting' ","'England' ","'Firm choice' ",2580
2008 ,"'N4 - Accounting' ","'England' ","'Insurance choice' ",545
2008 ,"'N4 - Accounting' ","'England' ","'Other main scheme choice' ",230
2008 ,"'N4 - Accounting' ","'England' ","'Extra' ",45
2008 ,"'N4 - Accounting' ","'England' ","'Main scheme Clearing' ",530
2008 ,"'N4 - Accounting' ","'England' ","'Direct Clearing' ",110
2008 ,"'N4 - Accounting' ","'England' ","'RPA' ",535
2008 ,"'N4 - Accounting' ","'Northern Ireland' ","'Firm choice' ",165
2008 ,"'N4 - Accounting' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'N4 - Accounting' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'N4 - Accounting' ","'Scotland' ","'Firm choice' ",500
2008 ,"'N4 - Accounting' ","'Scotland' ","'Insurance choice' ",65
2008 ,"'N4 - Accounting' ","'Scotland' ","'Other main scheme choice' ",50
2008 ,"'N4 - Accounting' ","'Scotland' ","'Extra' ",10
2008 ,"'N4 - Accounting' ","'Scotland' ","'Main scheme Clearing' ",45
2008 ,"'N4 - Accounting' ","'Scotland' ","'Direct Clearing' ",20
2008 ,"'N4 - Accounting' ","'Scotland' ","'RPA' ",180
2008 ,"'N4 - Accounting' ","'Wales' ","'Firm choice' ",175
2008 ,"'N4 - Accounting' ","'Wales' ","'Insurance choice' ",25
2008 ,"'N4 - Accounting' ","'Wales' ","'Main scheme Clearing' ",20
2008 ,"'N4 - Accounting' ","'Wales' ","'Direct Clearing' ",15
2008 ,"'N4 - Accounting' ","'Wales' ","'RPA' ",25
2008 ,"'N5 - Marketing' ","'England' ","'Firm choice' ",2270
2008 ,"'N5 - Marketing' ","'England' ","'Insurance choice' ",205
2008 ,"'N5 - Marketing' ","'England' ","'Other main scheme choice' ",140
2008 ,"'N5 - Marketing' ","'England' ","'Extra' ",55
2008 ,"'N5 - Marketing' ","'England' ","'Main scheme Clearing' ",300
2008 ,"'N5 - Marketing' ","'England' ","'Direct Clearing' ",120
2008 ,"'N5 - Marketing' ","'England' ","'RPA' ",270
2008 ,"'N5 - Marketing' ","'Northern Ireland' ","'Firm choice' ",105
2008 ,"'N5 - Marketing' ","'Northern Ireland' ","'Insurance choice' ",20
2008 ,"'N5 - Marketing' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2008 ,"'N5 - Marketing' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'N5 - Marketing' ","'Scotland' ","'Firm choice' ",120
2008 ,"'N5 - Marketing' ","'Scotland' ","'Insurance choice' ",25
2008 ,"'N5 - Marketing' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'N5 - Marketing' ","'Scotland' ","'Main scheme Clearing' ",10
2008 ,"'N5 - Marketing' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'N5 - Marketing' ","'Scotland' ","'RPA' ",45
2008 ,"'N5 - Marketing' ","'Wales' ","'Firm choice' ",40
2008 ,"'N5 - Marketing' ","'Wales' ","'Insurance choice' ",5
2008 ,"'N5 - Marketing' ","'Wales' ","'Other main scheme choice' ",5
2008 ,"'N5 - Marketing' ","'Wales' ","'Main scheme Clearing' ",5
2008 ,"'N5 - Marketing' ","'Wales' ","'Direct Clearing' ",5
2008 ,"'N5 - Marketing' ","'Wales' ","'RPA' ",5
2008 ,"'N6 - Human Resource Management' ","'England' ","'Firm choice' ",345
2008 ,"'N6 - Human Resource Management' ","'England' ","'Insurance choice' ",30
2008 ,"'N6 - Human Resource Management' ","'England' ","'Other main scheme choice' ",30
2008 ,"'N6 - Human Resource Management' ","'England' ","'Extra' ",5
2008 ,"'N6 - Human Resource Management' ","'England' ","'Main scheme Clearing' ",60
2008 ,"'N6 - Human Resource Management' ","'England' ","'Direct Clearing' ",25
2008 ,"'N6 - Human Resource Management' ","'England' ","'RPA' ",80
2008 ,"'N6 - Human Resource Management' ","'Northern Ireland' ","'Firm choice' ",45
2008 ,"'N6 - Human Resource Management' ","'Northern Ireland' ","'Insurance choice' ",5
2008 ,"'N6 - Human Resource Management' ","'Northern Ireland' ","'Main scheme Clearing' ",15
2008 ,"'N6 - Human Resource Management' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'N6 - Human Resource Management' ","'Scotland' ","'Firm choice' ",45
2008 ,"'N6 - Human Resource Management' ","'Scotland' ","'Other main scheme choice' ",10
2008 ,"'N6 - Human Resource Management' ","'Scotland' ","'Main scheme Clearing' ",5
2008 ,"'N6 - Human Resource Management' ","'Scotland' ","'RPA' ",15
2008 ,"'N6 - Human Resource Management' ","'Wales' ","'Firm choice' ",10
2008 ,"'N6 - Human Resource Management' ","'Wales' ","'RPA' ",5
2008 ,"'N7 - Office Skills' ","'England' ","'Firm choice' ",10
2008 ,"'N7 - Office Skills' ","'England' ","'RPA' ",15
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Firm choice' ",4910
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Insurance choice' ",235
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Other main scheme choice' ",385
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Extra' ",90
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Main scheme Clearing' ",385
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'Direct Clearing' ",230
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'England' ","'RPA' ",775
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ","'Firm choice' ",170
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ","'Other main scheme choice' ",5
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ","'Main scheme Clearing' ",10
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'Firm choice' ",480
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'Insurance choice' ",35
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'Other main scheme choice' ",55
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'Main scheme Clearing' ",60
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'Direct Clearing' ",20
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Scotland' ","'RPA' ",490
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Firm choice' ",240
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Insurance choice' ",15
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Other main scheme choice' ",10
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Extra' ",5
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Main scheme Clearing' ",15
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'Direct Clearing' ",30
2008 ,"'N8 - Hospitality, leisure, sport, tourism & transport' ","'Wales' ","'RPA' ",60
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Firm choice' ",195
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Insurance choice' ",20
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Other main scheme choice' ",25
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Extra' ",5
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Main scheme Clearing' ",50
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'Direct Clearing' ",15
2008 ,"'N9 - Others in Business & Admin Studies' ","'England' ","'RPA' ",70
2008 ,"'N9 - Others in Business & Admin Studies' ","'Northern Ireland' ","'Firm choice' ",25
2008 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ","'Firm choice' ",10
2008 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ","'Main scheme Clearing' ",5
2008 ,"'N9 - Others in Business & Admin Studies' ","'Scotland' ","'Direct Clearing' ",5
2008 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ","'Firm choice' ",30
2008 ,"'N9 - Others in Business & Admin Studies' ","'Wales' ","'RPA' ",5
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Firm choice' ",6475
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Insurance choice' ",1010
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Other main scheme choice' ",465
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Extra' ",105
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Main scheme Clearing' ",1070
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'Direct Clearing' ",215
2008 ,"'NN - Combinations within Business & Admin Studies' ","'England' ","'RPA' ",840
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ","'Firm choice' ",70
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ","'Main scheme Clearing' ",5
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Northern Ireland' ","'Direct Clearing' ",5
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Firm choice' ",625
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Insurance choice' ",65
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Other main scheme choice' ",60
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Extra' ",5
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Main scheme Clearing' ",65
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'Direct Clearing' ",20
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Scotland' ","'RPA' ",95
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Firm choice' ",300
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Insurance choice' ",45
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Other main scheme choice' ",20
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Extra' ",5
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Main scheme Clearing' ",35
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'Direct Clearing' ",25
2008 ,"'NN - Combinations within Business & Admin Studies' ","'Wales' ","'RPA' ",85
2008 ,"'P1 - Information Services' ","'England' ","'Firm choice' ",90
2008 ,"'P1 - Information Services' ","'England' ","'Insurance choice' ",10
2008 ,"'P1 - Information Services' ","'England' ","'Other main scheme choice' ",10
2008 ,"'P1 - Information Services' ","'England' ","'Main scheme Clearing' ",15
2008 ,"'P1 - Information Services' ","'England' ","'RPA' ",5
2008 ,"'P1 - Information Services' ","'Scotland' ","'RPA' ",5
2008 ,"'P1 - Information Services' ","'Wales' ","'Firm choice' ",15
2008 ,"'P1 - Information Services' ","'Wales' ","'RPA' ",5
2008 ,"'P2 - Publicity studies' ","'England' ","'Firm choice' ",285
2008 ,"'P2 - Publicity studies' ","'England' ","'Insurance choice' ",15
2008 ,"'P2 - Publicity studies' ","'England' ","'Other main scheme choice' ",15
2008 ,"'P2 - Publicity studies' ","'England' ","'Extra' ",5
2008 ,"'P2 - Publicity studies' ","'England' ","'Main scheme Clearing' ",35
2008 ,"'P2 - Publicity studies' ","'England' ","'Direct Clearing' ",10
2008 ,"'P2 - Publicity studies' ","'England' ","'RPA' ",30
2008 ,"'P2 - Publicity studies' ","'Northern Ireland' ","'Firm choice' ",25
2008 ,"'P2 - Publicity studies' ","'Northern Ireland' ","'Insurance choice' ",5
2008 ,"'P3 - Media studies' ","'England' ","'Firm choice' ",3330
2008 ,"'P3 - Media studies' ","'England' ","'Insurance choice' ",195
2008 ,"'P3 - Media studies' ","'England' ","'Other main scheme choice' ",135
2008 ,"'P3 - Media studies' ","'England' ","'Extra' ",40
