"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ","'Firm choice' ",35
2008 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ","'Direct Clearing' ",5
2008 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ","'RPA' ",20
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Firm choice' ",1035
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Insurance choice' ",60
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Other main scheme choice' ",25
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Extra' ",15
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Main scheme Clearing' ",65
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ","'RPA' ",20
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Firm choice' ",1010
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Insurance choice' ",45
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Other main scheme choice' ",25
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Extra' ",20
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Main scheme Clearing' ",75
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'Direct Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ","'RPA' ",25
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'Firm choice' ",260
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'Insurance choice' ",10
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'Other main scheme choice' ",30
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'Main scheme Clearing' ",20
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'Direct Clearing' ",20
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ","'RPA' ",25
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Firm choice' ",220
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Insurance choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Other main scheme choice' ",20
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Main scheme Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'Direct Clearing' ",15
2008 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ","'RPA' ",15
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Firm choice' ",620
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Insurance choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Other main scheme choice' ",70
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'Direct Clearing' ",65
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ","'RPA' ",145
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Firm choice' ",515
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Insurance choice' ",5
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Other main scheme choice' ",75
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Extra' ",5
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",25
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'Direct Clearing' ",40
2008 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ","'RPA' ",110
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ","'Firm choice' ",35
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ","'Other main scheme choice' ",5
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ","'Main scheme Clearing' ",5
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ","'RPA' ",25
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'Firm choice' ",95
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'Other main scheme choice' ",5
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",10
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'Direct Clearing' ",5
2008 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ","'RPA' ",25
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Firm choice' ",5265
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Insurance choice' ",220
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Other main scheme choice' ",115
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Extra' ",55
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Main scheme Clearing' ",340
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'Direct Clearing' ",40
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ","'RPA' ",165
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Firm choice' ",9375
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Insurance choice' ",310
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Other main scheme choice' ",175
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Extra' ",140
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Main scheme Clearing' ",535
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'Direct Clearing' ",65
2008 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ","'RPA' ",165
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Firm choice' ",4445
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Insurance choice' ",60
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Other main scheme choice' ",145
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Extra' ",55
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Main scheme Clearing' ",240
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'Direct Clearing' ",90
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ","'RPA' ",205
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Firm choice' ",8290
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Insurance choice' ",55
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Other main scheme choice' ",215
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Extra' ",105
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Main scheme Clearing' ",375
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'Direct Clearing' ",90
2008 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ","'RPA' ",225
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Firm choice' ",1920
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Insurance choice' ",10
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Other main scheme choice' ",150
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Extra' ",15
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Main scheme Clearing' ",125
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'Direct Clearing' ",50
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ","'RPA' ",195
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Firm choice' ",2645
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Insurance choice' ",15
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Other main scheme choice' ",150
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Extra' ",40
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Main scheme Clearing' ",185
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'Direct Clearing' ",70
2008 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ","'RPA' ",250
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Firm choice' ",3125
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Insurance choice' ",10
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Other main scheme choice' ",420
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Extra' ",35
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",250
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'Direct Clearing' ",235
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ","'RPA' ",835
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Firm choice' ",4080
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Insurance choice' ",15
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Other main scheme choice' ",525
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Extra' ",25
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",330
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'Direct Clearing' ",260
2008 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ","'RPA' ",925
2008 ,"'Group X Education' ","'17 and under' ","'Men' ","'Firm choice' ",5
2008 ,"'Group X Education' ","'17 and under' ","'Women' ","'Firm choice' ",20
2008 ,"'Group X Education' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2008 ,"'Group X Education' ","'17 and under' ","'Women' ","'RPA' ",15
2008 ,"'Group X Education' ","'18' ","'Men' ","'Firm choice' ",635
2008 ,"'Group X Education' ","'18' ","'Men' ","'Insurance choice' ",40
2008 ,"'Group X Education' ","'18' ","'Men' ","'Other main scheme choice' ",5
2008 ,"'Group X Education' ","'18' ","'Men' ","'Extra' ",15
2008 ,"'Group X Education' ","'18' ","'Men' ","'Main scheme Clearing' ",45
2008 ,"'Group X Education' ","'18' ","'Men' ","'Direct Clearing' ",5
2008 ,"'Group X Education' ","'18' ","'Men' ","'RPA' ",10
2008 ,"'Group X Education' ","'18' ","'Women' ","'Firm choice' ",5305
2008 ,"'Group X Education' ","'18' ","'Women' ","'Insurance choice' ",240
2008 ,"'Group X Education' ","'18' ","'Women' ","'Other main scheme choice' ",35
2008 ,"'Group X Education' ","'18' ","'Women' ","'Extra' ",75
2008 ,"'Group X Education' ","'18' ","'Women' ","'Main scheme Clearing' ",350
2008 ,"'Group X Education' ","'18' ","'Women' ","'Direct Clearing' ",30
2008 ,"'Group X Education' ","'18' ","'Women' ","'RPA' ",80
2008 ,"'Group X Education' ","'19' ","'Men' ","'Firm choice' ",235
2008 ,"'Group X Education' ","'19' ","'Men' ","'Insurance choice' ",5
2008 ,"'Group X Education' ","'19' ","'Men' ","'Other main scheme choice' ",10
2008 ,"'Group X Education' ","'19' ","'Men' ","'Main scheme Clearing' ",20
2008 ,"'Group X Education' ","'19' ","'Men' ","'Direct Clearing' ",10
2008 ,"'Group X Education' ","'19' ","'Men' ","'RPA' ",5
2008 ,"'Group X Education' ","'19' ","'Women' ","'Firm choice' ",1545
2008 ,"'Group X Education' ","'19' ","'Women' ","'Insurance choice' ",45
2008 ,"'Group X Education' ","'19' ","'Women' ","'Other main scheme choice' ",70
2008 ,"'Group X Education' ","'19' ","'Women' ","'Extra' ",40
2008 ,"'Group X Education' ","'19' ","'Women' ","'Main scheme Clearing' ",125
2008 ,"'Group X Education' ","'19' ","'Women' ","'Direct Clearing' ",45
2008 ,"'Group X Education' ","'19' ","'Women' ","'RPA' ",115
2008 ,"'Group X Education' ","'20' ","'Men' ","'Firm choice' ",130
2008 ,"'Group X Education' ","'20' ","'Men' ","'Other main scheme choice' ",10
2008 ,"'Group X Education' ","'20' ","'Men' ","'Main scheme Clearing' ",5
2008 ,"'Group X Education' ","'20' ","'Men' ","'Direct Clearing' ",5
2008 ,"'Group X Education' ","'20' ","'Men' ","'RPA' ",15
2008 ,"'Group X Education' ","'20' ","'Women' ","'Firm choice' ",735
2008 ,"'Group X Education' ","'20' ","'Women' ","'Insurance choice' ",10
2008 ,"'Group X Education' ","'20' ","'Women' ","'Other main scheme choice' ",65
2008 ,"'Group X Education' ","'20' ","'Women' ","'Extra' ",10
2008 ,"'Group X Education' ","'20' ","'Women' ","'Main scheme Clearing' ",55
2008 ,"'Group X Education' ","'20' ","'Women' ","'Direct Clearing' ",40
2008 ,"'Group X Education' ","'20' ","'Women' ","'RPA' ",75
2008 ,"'Group X Education' ","'21 and over' ","'Men' ","'Firm choice' ",360
2008 ,"'Group X Education' ","'21 and over' ","'Men' ","'Other main scheme choice' ",45
2008 ,"'Group X Education' ","'21 and over' ","'Men' ","'Main scheme Clearing' ",15
2008 ,"'Group X Education' ","'21 and over' ","'Men' ","'Direct Clearing' ",45
2008 ,"'Group X Education' ","'21 and over' ","'Men' ","'RPA' ",80
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Firm choice' ",2215
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Insurance choice' ",20
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Other main scheme choice' ",410
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Extra' ",15
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Main scheme Clearing' ",150
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'Direct Clearing' ",330
2008 ,"'Group X Education' ","'21 and over' ","'Women' ","'RPA' ",635
2008 ,"'Y Combined arts' ","'17 and under' ","'Men' ","'Firm choice' ",15
2008 ,"'Y Combined arts' ","'17 and under' ","'Men' ","'RPA' ",5
2008 ,"'Y Combined arts' ","'17 and under' ","'Women' ","'Firm choice' ",70
2008 ,"'Y Combined arts' ","'17 and under' ","'Women' ","'Insurance choice' ",5
2008 ,"'Y Combined arts' ","'17 and under' ","'Women' ","'Main scheme Clearing' ",5
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Firm choice' ",1905
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Insurance choice' ",195
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Other main scheme choice' ",15
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Extra' ",25
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Main scheme Clearing' ",180
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'Direct Clearing' ",10
2008 ,"'Y Combined arts' ","'18' ","'Men' ","'RPA' ",15
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Firm choice' ",5155
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Insurance choice' ",450
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Other main scheme choice' ",20
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Extra' ",85
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Main scheme Clearing' ",415
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'Direct Clearing' ",10
2008 ,"'Y Combined arts' ","'18' ","'Women' ","'RPA' ",40
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Firm choice' ",835
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Insurance choice' ",30
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Other main scheme choice' ",40
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Extra' ",10
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Main scheme Clearing' ",65
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'Direct Clearing' ",20
2008 ,"'Y Combined arts' ","'19' ","'Men' ","'RPA' ",35
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Firm choice' ",1455
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Insurance choice' ",50
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Other main scheme choice' ",55
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Extra' ",35
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Main scheme Clearing' ",115
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'Direct Clearing' ",35
2008 ,"'Y Combined arts' ","'19' ","'Women' ","'RPA' ",45
2008 ,"'Y Combined arts' ","'20' ","'Men' ","'Firm choice' ",300
2008 ,"'Y Combined arts' ","'20' ","'Men' ","'Insurance choice' ",5
2008 ,"'Y Combined arts' ","'20' ","'Men' ","'Other main scheme choice' ",30
