"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_029_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'A1 - Pre-clinical Medicine' ","'Disability declared' ","'Firm choice' ",295
2011 ,"'V4 - Archaeology' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'V4 - Archaeology' ","'Disability declared' ","'Main scheme Clearing' ",10
2011 ,"'V4 - Archaeology' ","'No disability declared' ","'Firm choice' ",285
2011 ,"'V4 - Archaeology' ","'No disability declared' ","'Insurance choice' ",50
2011 ,"'V4 - Archaeology' ","'No disability declared' ","'Main scheme Clearing' ",55
2011 ,"'V4 - Archaeology' ","'No disability declared' ","'Direct Clearing' ",5
2011 ,"'V4 - Archaeology' ","'No disability declared' ","'RPA' ",10
2011 ,"'V5 - Philosophy' ","'Disability declared' ","'Firm choice' ",105
2011 ,"'V5 - Philosophy' ","'Disability declared' ","'Insurance choice' ",15
2011 ,"'V5 - Philosophy' ","'Disability declared' ","'Other main scheme choice' ",5
2011 ,"'V5 - Philosophy' ","'Disability declared' ","'Main scheme Clearing' ",10
2011 ,"'V5 - Philosophy' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Firm choice' ",1075
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Insurance choice' ",170
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Other main scheme choice' ",20
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Extra' ",25
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Main scheme Clearing' ",110
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'Direct Clearing' ",10
2011 ,"'V5 - Philosophy' ","'No disability declared' ","'RPA' ",5
2011 ,"'V6 - Theology and Religious studies' ","'Disability declared' ","'Firm choice' ",85
2011 ,"'V6 - Theology and Religious studies' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'V6 - Theology and Religious studies' ","'Disability declared' ","'Other main scheme choice' ",5
2011 ,"'V6 - Theology and Religious studies' ","'Disability declared' ","'Main scheme Clearing' ",15
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Firm choice' ",820
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Insurance choice' ",95
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Other main scheme choice' ",20
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Extra' ",15
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Main scheme Clearing' ",115
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'Direct Clearing' ",30
2011 ,"'V6 - Theology and Religious studies' ","'No disability declared' ","'RPA' ",35
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'Disability declared' ","'Firm choice' ",5
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'Disability declared' ","'Main scheme Clearing' ",5
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'Disability declared' ","'RPA' ",5
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'No disability declared' ","'Firm choice' ",55
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'No disability declared' ","'Insurance choice' ",25
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'No disability declared' ","'Main scheme Clearing' ",15
2011 ,"'V9 - Others in Hist & Philosophical studies' ","'No disability declared' ","'RPA' ",5
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'Disability declared' ","'Firm choice' ",85
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'Disability declared' ","'Main scheme Clearing' ",15
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Firm choice' ",820
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Insurance choice' ",120
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Other main scheme choice' ",10
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Extra' ",10
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Main scheme Clearing' ",115
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'Direct Clearing' ",5
2011 ,"'VV - Combinations within Hist & Philosophical studies' ","'No disability declared' ","'RPA' ",10
2011 ,"'W0 - Creative Arts & Design: any area' ","'Disability declared' ","'Firm choice' ",5
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'Firm choice' ",40
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'Insurance choice' ",5
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'Other main scheme choice' ",10
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'Extra' ",5
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'Main scheme Clearing' ",25
2011 ,"'W0 - Creative Arts & Design: any area' ","'No disability declared' ","'RPA' ",10
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Firm choice' ",590
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Other main scheme choice' ",25
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Extra' ",15
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Main scheme Clearing' ",20
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'Direct Clearing' ",10
2011 ,"'W1 - Fine Art' ","'Disability declared' ","'RPA' ",15
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Firm choice' ",3410
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Insurance choice' ",45
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Other main scheme choice' ",85
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Extra' ",95
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Main scheme Clearing' ",150
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'Direct Clearing' ",50
2011 ,"'W1 - Fine Art' ","'No disability declared' ","'RPA' ",75
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Firm choice' ",1435
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Insurance choice' ",25
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Other main scheme choice' ",55
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Extra' ",35
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Main scheme Clearing' ",60
2011 ,"'W2 - Design studies' ","'Disability declared' ","'Direct Clearing' ",30
2011 ,"'W2 - Design studies' ","'Disability declared' ","'RPA' ",40
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Firm choice' ",13520
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Insurance choice' ",330
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Other main scheme choice' ",425
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Extra' ",410
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Main scheme Clearing' ",765
2011 ,"'W2 - Design studies' ","'No disability declared' ","'Direct Clearing' ",235
2011 ,"'W2 - Design studies' ","'No disability declared' ","'RPA' ",255
2011 ,"'W3 - Music' ","'Disability declared' ","'Firm choice' ",355
2011 ,"'W3 - Music' ","'Disability declared' ","'Insurance choice' ",15
2011 ,"'W3 - Music' ","'Disability declared' ","'Other main scheme choice' ",15
2011 ,"'W3 - Music' ","'Disability declared' ","'Extra' ",5
2011 ,"'W3 - Music' ","'Disability declared' ","'Main scheme Clearing' ",15
2011 ,"'W3 - Music' ","'Disability declared' ","'Direct Clearing' ",10
2011 ,"'W3 - Music' ","'Disability declared' ","'RPA' ",20
2011 ,"'W3 - Music' ","'No disability declared' ","'Firm choice' ",3845
2011 ,"'W3 - Music' ","'No disability declared' ","'Insurance choice' ",240
2011 ,"'W3 - Music' ","'No disability declared' ","'Other main scheme choice' ",170
2011 ,"'W3 - Music' ","'No disability declared' ","'Extra' ",60
2011 ,"'W3 - Music' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'W3 - Music' ","'No disability declared' ","'Main scheme Clearing' ",295
2011 ,"'W3 - Music' ","'No disability declared' ","'Direct Clearing' ",95
2011 ,"'W3 - Music' ","'No disability declared' ","'RPA' ",140
2011 ,"'W4 - Drama' ","'Disability declared' ","'Firm choice' ",605
2011 ,"'W4 - Drama' ","'Disability declared' ","'Insurance choice' ",15
2011 ,"'W4 - Drama' ","'Disability declared' ","'Other main scheme choice' ",15
2011 ,"'W4 - Drama' ","'Disability declared' ","'Extra' ",25
2011 ,"'W4 - Drama' ","'Disability declared' ","'Main scheme Clearing' ",45
2011 ,"'W4 - Drama' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'W4 - Drama' ","'Disability declared' ","'RPA' ",10
2011 ,"'W4 - Drama' ","'No disability declared' ","'Firm choice' ",5175
2011 ,"'W4 - Drama' ","'No disability declared' ","'Insurance choice' ",230
2011 ,"'W4 - Drama' ","'No disability declared' ","'Other main scheme choice' ",135
2011 ,"'W4 - Drama' ","'No disability declared' ","'Extra' ",170
2011 ,"'W4 - Drama' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'W4 - Drama' ","'No disability declared' ","'Main scheme Clearing' ",390
2011 ,"'W4 - Drama' ","'No disability declared' ","'Direct Clearing' ",65
2011 ,"'W4 - Drama' ","'No disability declared' ","'RPA' ",85
2011 ,"'W5 - Dance' ","'Disability declared' ","'Firm choice' ",90
2011 ,"'W5 - Dance' ","'Disability declared' ","'Main scheme Clearing' ",5
2011 ,"'W5 - Dance' ","'Disability declared' ","'RPA' ",5
2011 ,"'W5 - Dance' ","'No disability declared' ","'Firm choice' ",1130
2011 ,"'W5 - Dance' ","'No disability declared' ","'Insurance choice' ",40
2011 ,"'W5 - Dance' ","'No disability declared' ","'Other main scheme choice' ",35
2011 ,"'W5 - Dance' ","'No disability declared' ","'Extra' ",30
2011 ,"'W5 - Dance' ","'No disability declared' ","'Main scheme Clearing' ",70
2011 ,"'W5 - Dance' ","'No disability declared' ","'Direct Clearing' ",20
2011 ,"'W5 - Dance' ","'No disability declared' ","'RPA' ",50
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Firm choice' ",720
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Insurance choice' ",15
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Other main scheme choice' ",30
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Extra' ",15
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Main scheme Clearing' ",45
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'Direct Clearing' ",10
2011 ,"'W6 - Cinematics and Photography' ","'Disability declared' ","'RPA' ",20
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Firm choice' ",5235
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Insurance choice' ",175
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Other main scheme choice' ",180
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Extra' ",125
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Adjustment' ",5
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Main scheme Clearing' ",320
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'Direct Clearing' ",95
2011 ,"'W6 - Cinematics and Photography' ","'No disability declared' ","'RPA' ",140
2011 ,"'W7 - Crafts' ","'Disability declared' ","'Firm choice' ",90
2011 ,"'W7 - Crafts' ","'Disability declared' ","'Other main scheme choice' ",10
2011 ,"'W7 - Crafts' ","'Disability declared' ","'Main scheme Clearing' ",5
2011 ,"'W7 - Crafts' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Firm choice' ",360
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Insurance choice' ",5
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Other main scheme choice' ",20
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Extra' ",5
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Main scheme Clearing' ",30
2011 ,"'W7 - Crafts' ","'No disability declared' ","'Direct Clearing' ",15
2011 ,"'W7 - Crafts' ","'No disability declared' ","'RPA' ",15
2011 ,"'W8 - Imaginative Writing' ","'Disability declared' ","'Firm choice' ",85
2011 ,"'W8 - Imaginative Writing' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'W8 - Imaginative Writing' ","'Disability declared' ","'Main scheme Clearing' ",5
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Firm choice' ",480
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Insurance choice' ",45
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Other main scheme choice' ",25
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Extra' ",10
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Main scheme Clearing' ",65
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'Direct Clearing' ",20
2011 ,"'W8 - Imaginative Writing' ","'No disability declared' ","'RPA' ",5
2011 ,"'W9 - Others in Creative Arts and Design' ","'Disability declared' ","'Firm choice' ",50
2011 ,"'W9 - Others in Creative Arts and Design' ","'Disability declared' ","'Other main scheme choice' ",5
2011 ,"'W9 - Others in Creative Arts and Design' ","'Disability declared' ","'Main scheme Clearing' ",10
2011 ,"'W9 - Others in Creative Arts and Design' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'W9 - Others in Creative Arts and Design' ","'Disability declared' ","'RPA' ",5
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Firm choice' ",490
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Insurance choice' ",15
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Other main scheme choice' ",20
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Extra' ",15
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Main scheme Clearing' ",25
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'Direct Clearing' ",15
2011 ,"'W9 - Others in Creative Arts and Design' ","'No disability declared' ","'RPA' ",45
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Firm choice' ",305
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Insurance choice' ",5
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Other main scheme choice' ",10
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Extra' ",10
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Main scheme Clearing' ",15
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'Direct Clearing' ",5
2011 ,"'WW - Combinations within Creative Arts and Design' ","'Disability declared' ","'RPA' ",15
2011 ,"'WW - Combinations within Creative Arts and Design' ","'No disability declared' ","'Firm choice' ",2490
2011 ,"'WW - Combinations within Creative Arts and Design' ","'No disability declared' ","'Insurance choice' ",60
2011 ,"'WW - Combinations within Creative Arts and Design' ","'No disability declared' ","'Other main scheme choice' ",100
2011 ,"'WW - Combinations within Creative Arts and Design' ","'No disability declared' ","'Extra' ",70
