"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Sex , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_020_01.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Sex,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",40
2010 ,"'Z General, other combined and unknown' ","'21 and over' ","'Men' ",410
2010 ,"'Z General, other combined and unknown' ","'21 and over' ","'Women' ",550
2011 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Men' ",50
2011 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Women' ",60
2011 ,"'Group A Medicine and Dentistry' ","'18' ","'Men' ",2230
2011 ,"'Group A Medicine and Dentistry' ","'18' ","'Women' ",2740
2011 ,"'Group A Medicine and Dentistry' ","'19' ","'Men' ",670
2011 ,"'Group A Medicine and Dentistry' ","'19' ","'Women' ",795
2011 ,"'Group A Medicine and Dentistry' ","'20' ","'Men' ",145
2011 ,"'Group A Medicine and Dentistry' ","'20' ","'Women' ",130
2011 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Men' ",1010
2011 ,"'Group A Medicine and Dentistry' ","'21 and over' ","'Women' ",1240
2011 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Men' ",75
2011 ,"'Group B Subjects allied to Medicine' ","'17 and under' ","'Women' ",230
2011 ,"'Group B Subjects allied to Medicine' ","'18' ","'Men' ",3320
2011 ,"'Group B Subjects allied to Medicine' ","'18' ","'Women' ",11805
2011 ,"'Group B Subjects allied to Medicine' ","'19' ","'Men' ",1735
2011 ,"'Group B Subjects allied to Medicine' ","'19' ","'Women' ",5555
2011 ,"'Group B Subjects allied to Medicine' ","'20' ","'Men' ",650
2011 ,"'Group B Subjects allied to Medicine' ","'20' ","'Women' ",2435
2011 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Men' ",4220
2011 ,"'Group B Subjects allied to Medicine' ","'21 and over' ","'Women' ",17935
2011 ,"'Group C Biological Sciences' ","'17 and under' ","'Men' ",90
2011 ,"'Group C Biological Sciences' ","'17 and under' ","'Women' ",240
2011 ,"'Group C Biological Sciences' ","'18' ","'Men' ",8960
2011 ,"'Group C Biological Sciences' ","'18' ","'Women' ",14050
2011 ,"'Group C Biological Sciences' ","'19' ","'Men' ",3880
2011 ,"'Group C Biological Sciences' ","'19' ","'Women' ",4575
2011 ,"'Group C Biological Sciences' ","'20' ","'Men' ",1325
2011 ,"'Group C Biological Sciences' ","'20' ","'Women' ",1350
2011 ,"'Group C Biological Sciences' ","'21 and over' ","'Men' ",2475
2011 ,"'Group C Biological Sciences' ","'21 and over' ","'Women' ",3200
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Men' ",20
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'17 and under' ","'Women' ",40
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Men' ",855
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'18' ","'Women' ",1935
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Men' ",390
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'19' ","'Women' ",825
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Men' ",190
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'20' ","'Women' ",310
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Men' ",610
2011 ,"'Group D Veterinary Sciences, Agriculture and related' ","'21 and over' ","'Women' ",940
2011 ,"'Group F Physical Sciences' ","'17 and under' ","'Men' ",95
2011 ,"'Group F Physical Sciences' ","'17 and under' ","'Women' ",115
2011 ,"'Group F Physical Sciences' ","'18' ","'Men' ",7615
2011 ,"'Group F Physical Sciences' ","'18' ","'Women' ",4895
2011 ,"'Group F Physical Sciences' ","'19' ","'Men' ",1940
2011 ,"'Group F Physical Sciences' ","'19' ","'Women' ",1195
2011 ,"'Group F Physical Sciences' ","'20' ","'Men' ",490
2011 ,"'Group F Physical Sciences' ","'20' ","'Women' ",355
2011 ,"'Group F Physical Sciences' ","'21 and over' ","'Men' ",990
2011 ,"'Group F Physical Sciences' ","'21 and over' ","'Women' ",750
2011 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Men' ",65
2011 ,"'Group G Mathematical Sciences' ","'17 and under' ","'Women' ",75
2011 ,"'Group G Mathematical Sciences' ","'18' ","'Men' ",3340
2011 ,"'Group G Mathematical Sciences' ","'18' ","'Women' ",2300
2011 ,"'Group G Mathematical Sciences' ","'19' ","'Men' ",895
2011 ,"'Group G Mathematical Sciences' ","'19' ","'Women' ",645
2011 ,"'Group G Mathematical Sciences' ","'20' ","'Men' ",285
2011 ,"'Group G Mathematical Sciences' ","'20' ","'Women' ",180
2011 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Men' ",380
2011 ,"'Group G Mathematical Sciences' ","'21 and over' ","'Women' ",185
2011 ,"'Group H Engineering' ","'17 and under' ","'Men' ",440
2011 ,"'Group H Engineering' ","'17 and under' ","'Women' ",130
2011 ,"'Group H Engineering' ","'18' ","'Men' ",10905
2011 ,"'Group H Engineering' ","'18' ","'Women' ",1685
2011 ,"'Group H Engineering' ","'19' ","'Men' ",4640
2011 ,"'Group H Engineering' ","'19' ","'Women' ",650
2011 ,"'Group H Engineering' ","'20' ","'Men' ",2065
2011 ,"'Group H Engineering' ","'20' ","'Women' ",295
2011 ,"'Group H Engineering' ","'21 and over' ","'Men' ",4700
2011 ,"'Group H Engineering' ","'21 and over' ","'Women' ",490
2011 ,"'Group I Computer Sciences' ","'17 and under' ","'Men' ",135
2011 ,"'Group I Computer Sciences' ","'17 and under' ","'Women' ",40
2011 ,"'Group I Computer Sciences' ","'18' ","'Men' ",7135
2011 ,"'Group I Computer Sciences' ","'18' ","'Women' ",1315
2011 ,"'Group I Computer Sciences' ","'19' ","'Men' ",3975
2011 ,"'Group I Computer Sciences' ","'19' ","'Women' ",610
2011 ,"'Group I Computer Sciences' ","'20' ","'Men' ",2025
2011 ,"'Group I Computer Sciences' ","'20' ","'Women' ",305
2011 ,"'Group I Computer Sciences' ","'21 and over' ","'Men' ",4180
2011 ,"'Group I Computer Sciences' ","'21 and over' ","'Women' ",700
2011 ,"'Group J Technologies' ","'17 and under' ","'Men' ",10
2011 ,"'Group J Technologies' ","'17 and under' ","'Women' ",10
2011 ,"'Group J Technologies' ","'18' ","'Men' ",940
2011 ,"'Group J Technologies' ","'18' ","'Women' ",240
2011 ,"'Group J Technologies' ","'19' ","'Men' ",460
2011 ,"'Group J Technologies' ","'19' ","'Women' ",105
2011 ,"'Group J Technologies' ","'20' ","'Men' ",285
2011 ,"'Group J Technologies' ","'20' ","'Women' ",60
2011 ,"'Group J Technologies' ","'21 and over' ","'Men' ",600
2011 ,"'Group J Technologies' ","'21 and over' ","'Women' ",105
2011 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Men' ",35
2011 ,"'Group K Architecture, Building and Planning' ","'17 and under' ","'Women' ",55
2011 ,"'Group K Architecture, Building and Planning' ","'18' ","'Men' ",2530
2011 ,"'Group K Architecture, Building and Planning' ","'18' ","'Women' ",1335
2011 ,"'Group K Architecture, Building and Planning' ","'19' ","'Men' ",1310
2011 ,"'Group K Architecture, Building and Planning' ","'19' ","'Women' ",645
2011 ,"'Group K Architecture, Building and Planning' ","'20' ","'Men' ",620
2011 ,"'Group K Architecture, Building and Planning' ","'20' ","'Women' ",235
2011 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Men' ",1635
2011 ,"'Group K Architecture, Building and Planning' ","'21 and over' ","'Women' ",545
2011 ,"'Group L Social Studies' ","'17 and under' ","'Men' ",160
2011 ,"'Group L Social Studies' ","'17 and under' ","'Women' ",260
2011 ,"'Group L Social Studies' ","'18' ","'Men' ",7955
2011 ,"'Group L Social Studies' ","'18' ","'Women' ",9655
2011 ,"'Group L Social Studies' ","'19' ","'Men' ",3420
2011 ,"'Group L Social Studies' ","'19' ","'Women' ",4350
2011 ,"'Group L Social Studies' ","'20' ","'Men' ",1115
2011 ,"'Group L Social Studies' ","'20' ","'Women' ",1580
2011 ,"'Group L Social Studies' ","'21 and over' ","'Men' ",3080
2011 ,"'Group L Social Studies' ","'21 and over' ","'Women' ",8355
2011 ,"'Group M Law' ","'17 and under' ","'Men' ",95
2011 ,"'Group M Law' ","'17 and under' ","'Women' ",265
2011 ,"'Group M Law' ","'18' ","'Men' ",4015
2011 ,"'Group M Law' ","'18' ","'Women' ",7760
2011 ,"'Group M Law' ","'19' ","'Men' ",1720
2011 ,"'Group M Law' ","'19' ","'Women' ",2655
2011 ,"'Group M Law' ","'20' ","'Men' ",700
2011 ,"'Group M Law' ","'20' ","'Women' ",1030
2011 ,"'Group M Law' ","'21 and over' ","'Men' ",1990
2011 ,"'Group M Law' ","'21 and over' ","'Women' ",2485
2011 ,"'Group N Business and Admin studies' ","'17 and under' ","'Men' ",345
2011 ,"'Group N Business and Admin studies' ","'17 and under' ","'Women' ",400
2011 ,"'Group N Business and Admin studies' ","'18' ","'Men' ",12985
2011 ,"'Group N Business and Admin studies' ","'18' ","'Women' ",12945
2011 ,"'Group N Business and Admin studies' ","'19' ","'Men' ",7790
2011 ,"'Group N Business and Admin studies' ","'19' ","'Women' ",6865
2011 ,"'Group N Business and Admin studies' ","'20' ","'Men' ",3650
2011 ,"'Group N Business and Admin studies' ","'20' ","'Women' ",3440
2011 ,"'Group N Business and Admin studies' ","'21 and over' ","'Men' ",6395
2011 ,"'Group N Business and Admin studies' ","'21 and over' ","'Women' ",6290
2011 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Men' ",20
2011 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Women' ",60
2011 ,"'Group P Mass Communication and Documentation' ","'18' ","'Men' ",2545
2011 ,"'Group P Mass Communication and Documentation' ","'18' ","'Women' ",3505
2011 ,"'Group P Mass Communication and Documentation' ","'19' ","'Men' ",1290
2011 ,"'Group P Mass Communication and Documentation' ","'19' ","'Women' ",1495
2011 ,"'Group P Mass Communication and Documentation' ","'20' ","'Men' ",595
2011 ,"'Group P Mass Communication and Documentation' ","'20' ","'Women' ",595
2011 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Men' ",940
2011 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Women' ",750
2011 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Men' ",20
2011 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Women' ",75
2011 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Men' ",2035
2011 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Women' ",6000
2011 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Men' ",725
2011 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Women' ",1725
2011 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Men' ",235
2011 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Women' ",470
2011 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Men' ",455
2011 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Women' ",890
2011 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Men' ",15
2011 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Women' ",60
2011 ,"'Group R European Languages, Literature and related' ","'18' ","'Men' ",930
2011 ,"'Group R European Languages, Literature and related' ","'18' ","'Women' ",2400
2011 ,"'Group R European Languages, Literature and related' ","'19' ","'Men' ",225
2011 ,"'Group R European Languages, Literature and related' ","'19' ","'Women' ",560
2011 ,"'Group R European Languages, Literature and related' ","'20' ","'Men' ",35
2011 ,"'Group R European Languages, Literature and related' ","'20' ","'Women' ",100
2011 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Men' ",75
2011 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Women' ",165
2011 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Men' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Women' ",5
2011 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Men' ",310
2011 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Women' ",560
2011 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Men' ",115
2011 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Women' ",180
2011 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Men' ",30
2011 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Women' ",60
2011 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Men' ",85
2011 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Women' ",90
2011 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Men' ",30
2011 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Women' ",60
2011 ,"'Group V History and Philosophical studies' ","'18' ","'Men' ",4670
2011 ,"'Group V History and Philosophical studies' ","'18' ","'Women' ",5255
2011 ,"'Group V History and Philosophical studies' ","'19' ","'Men' ",1435
2011 ,"'Group V History and Philosophical studies' ","'19' ","'Women' ",1385
2011 ,"'Group V History and Philosophical studies' ","'20' ","'Men' ",340
2011 ,"'Group V History and Philosophical studies' ","'20' ","'Women' ",335
2011 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Men' ",840
2011 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Women' ",710
2011 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Men' ",65
2011 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Women' ",140
2011 ,"'Group W Creative Arts and Design' ","'18' ","'Men' ",6755
2011 ,"'Group W Creative Arts and Design' ","'18' ","'Women' ",12890
2011 ,"'Group W Creative Arts and Design' ","'19' ","'Men' ",5565
2011 ,"'Group W Creative Arts and Design' ","'19' ","'Women' ",10740
2011 ,"'Group W Creative Arts and Design' ","'20' ","'Men' ",2500
2011 ,"'Group W Creative Arts and Design' ","'20' ","'Women' ",3775
2011 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Men' ",4720
2011 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Women' ",5920
2011 ,"'Group X Education' ","'17 and under' ","'Women' ",25
2011 ,"'Group X Education' ","'18' ","'Men' ",1040
2011 ,"'Group X Education' ","'18' ","'Women' ",6860
2011 ,"'Group X Education' ","'19' ","'Men' ",465
2011 ,"'Group X Education' ","'19' ","'Women' ",2455
2011 ,"'Group X Education' ","'20' ","'Men' ",235
2011 ,"'Group X Education' ","'20' ","'Women' ",1010
2011 ,"'Group X Education' ","'21 and over' ","'Men' ",735
2011 ,"'Group X Education' ","'21 and over' ","'Women' ",4140
2011 ,"'Y Combined arts' ","'17 and under' ","'Men' ",25
2011 ,"'Y Combined arts' ","'17 and under' ","'Women' ",70
2011 ,"'Y Combined arts' ","'18' ","'Men' ",2160
2011 ,"'Y Combined arts' ","'18' ","'Women' ",5300
2011 ,"'Y Combined arts' ","'19' ","'Men' ",960
2011 ,"'Y Combined arts' ","'19' ","'Women' ",1795
2011 ,"'Y Combined arts' ","'20' ","'Men' ",320
2011 ,"'Y Combined arts' ","'20' ","'Women' ",560
2011 ,"'Y Combined arts' ","'21 and over' ","'Men' ",705
2011 ,"'Y Combined arts' ","'21 and over' ","'Women' ",950
2011 ,"'Y Combined sciences' ","'17 and under' ","'Men' ",55
2011 ,"'Y Combined sciences' ","'17 and under' ","'Women' ",50
2011 ,"'Y Combined sciences' ","'18' ","'Men' ",2300
2011 ,"'Y Combined sciences' ","'18' ","'Women' ",2180
2011 ,"'Y Combined sciences' ","'19' ","'Men' ",1095
2011 ,"'Y Combined sciences' ","'19' ","'Women' ",820
2011 ,"'Y Combined sciences' ","'20' ","'Men' ",430
2011 ,"'Y Combined sciences' ","'20' ","'Women' ",300
2011 ,"'Y Combined sciences' ","'21 and over' ","'Men' ",875
2011 ,"'Y Combined sciences' ","'21 and over' ","'Women' ",760
2011 ,"'Y Combined social sciences' ","'17 and under' ","'Men' ",40
2011 ,"'Y Combined social sciences' ","'17 and under' ","'Women' ",50
2011 ,"'Y Combined social sciences' ","'18' ","'Men' ",1185
2011 ,"'Y Combined social sciences' ","'18' ","'Women' ",1645
2011 ,"'Y Combined social sciences' ","'19' ","'Men' ",645
2011 ,"'Y Combined social sciences' ","'19' ","'Women' ",720
2011 ,"'Y Combined social sciences' ","'20' ","'Men' ",235
2011 ,"'Y Combined social sciences' ","'20' ","'Women' ",240
2011 ,"'Y Combined social sciences' ","'21 and over' ","'Men' ",345
2011 ,"'Y Combined social sciences' ","'21 and over' ","'Women' ",475
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Men' ",65
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'17 and under' ","'Women' ",95
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Men' ",5135
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'18' ","'Women' ",4850
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Men' ",2570
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'19' ","'Women' ",2050
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Men' ",1090
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'20' ","'Women' ",700
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Men' ",2170
2011 ,"'Y Sciences combined with Social Sciences or Arts' ","'21 and over' ","'Women' ",1700
2011 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Men' ",45
2011 ,"'Y Social Sciences combined with Arts' ","'17 and under' ","'Women' ",100
2011 ,"'Y Social Sciences combined with Arts' ","'18' ","'Men' ",2205
2011 ,"'Y Social Sciences combined with Arts' ","'18' ","'Women' ",4020
2011 ,"'Y Social Sciences combined with Arts' ","'19' ","'Men' ",1025
2011 ,"'Y Social Sciences combined with Arts' ","'19' ","'Women' ",1765
2011 ,"'Y Social Sciences combined with Arts' ","'20' ","'Men' ",305
2011 ,"'Y Social Sciences combined with Arts' ","'20' ","'Women' ",625
2011 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Men' ",615
2011 ,"'Y Social Sciences combined with Arts' ","'21 and over' ","'Women' ",1485
2011 ,"'Z General, other combined and unknown' ","'17 and under' ","'Men' ",35
2011 ,"'Z General, other combined and unknown' ","'17 and under' ","'Women' ",45
2011 ,"'Z General, other combined and unknown' ","'18' ","'Men' ",1115
2011 ,"'Z General, other combined and unknown' ","'18' ","'Women' ",1215
2011 ,"'Z General, other combined and unknown' ","'19' ","'Men' ",485
