"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_016_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'UK' ","'Firm choice' ",6580
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'EU (excluding UK)' ","'RPA' ",5
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",220
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Insurance choice' ",30
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Other main scheme choice' ",30
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Extra' ",10
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Main scheme Clearing' ",35
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'Direct Clearing' ",10
2010 ,"'B9 - Others in Subjects allied to Medicine' ","'Not EU' ","'RPA' ",90
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Firm choice' ",110
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",10
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Extra' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",65
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'UK' ","'RPA' ",10
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Not EU' ","'Firm choice' ",5
2010 ,"'BB - Combinations within Subjects allied to Medicine' ","'Not EU' ","'RPA' ",5
2010 ,"'C0 - Biological Sciences: any area of study' ","'UK' ","'Firm choice' ",5
2010 ,"'C1 - Biology' ","'UK' ","'Firm choice' ",3340
2010 ,"'C1 - Biology' ","'UK' ","'Insurance choice' ",585
2010 ,"'C1 - Biology' ","'UK' ","'Other main scheme choice' ",50
2010 ,"'C1 - Biology' ","'UK' ","'Extra' ",60
2010 ,"'C1 - Biology' ","'UK' ","'Adjustment' ",5
2010 ,"'C1 - Biology' ","'UK' ","'Main scheme Clearing' ",375
2010 ,"'C1 - Biology' ","'UK' ","'Direct Clearing' ",40
2010 ,"'C1 - Biology' ","'UK' ","'RPA' ",35
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Firm choice' ",215
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Insurance choice' ",40
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'C1 - Biology' ","'EU (excluding UK)' ","'RPA' ",5
2010 ,"'C1 - Biology' ","'Not EU' ","'Firm choice' ",145
2010 ,"'C1 - Biology' ","'Not EU' ","'Insurance choice' ",10
2010 ,"'C1 - Biology' ","'Not EU' ","'Other main scheme choice' ",10
2010 ,"'C1 - Biology' ","'Not EU' ","'Extra' ",5
2010 ,"'C1 - Biology' ","'Not EU' ","'Main scheme Clearing' ",15
2010 ,"'C1 - Biology' ","'Not EU' ","'Direct Clearing' ",5
2010 ,"'C1 - Biology' ","'Not EU' ","'RPA' ",35
2010 ,"'C2 - Botany' ","'UK' ","'Firm choice' ",15
2010 ,"'C2 - Botany' ","'Not EU' ","'RPA' ",10
2010 ,"'C3 - Zoology' ","'UK' ","'Firm choice' ",1300
2010 ,"'C3 - Zoology' ","'UK' ","'Insurance choice' ",150
2010 ,"'C3 - Zoology' ","'UK' ","'Other main scheme choice' ",15
2010 ,"'C3 - Zoology' ","'UK' ","'Extra' ",15
2010 ,"'C3 - Zoology' ","'UK' ","'Main scheme Clearing' ",90
2010 ,"'C3 - Zoology' ","'UK' ","'Direct Clearing' ",5
2010 ,"'C3 - Zoology' ","'UK' ","'RPA' ",15
2010 ,"'C3 - Zoology' ","'EU (excluding UK)' ","'Firm choice' ",35
2010 ,"'C3 - Zoology' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'C3 - Zoology' ","'Not EU' ","'Firm choice' ",15
2010 ,"'C3 - Zoology' ","'Not EU' ","'Insurance choice' ",5
2010 ,"'C3 - Zoology' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'C3 - Zoology' ","'Not EU' ","'RPA' ",5
2010 ,"'C4 - Genetics' ","'UK' ","'Firm choice' ",205
2010 ,"'C4 - Genetics' ","'UK' ","'Insurance choice' ",30
2010 ,"'C4 - Genetics' ","'UK' ","'Extra' ",5
2010 ,"'C4 - Genetics' ","'UK' ","'Main scheme Clearing' ",50
2010 ,"'C4 - Genetics' ","'UK' ","'Direct Clearing' ",5
2010 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Firm choice' ",35
2010 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Insurance choice' ",5
2010 ,"'C4 - Genetics' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'C4 - Genetics' ","'Not EU' ","'Firm choice' ",30
2010 ,"'C4 - Genetics' ","'Not EU' ","'Insurance choice' ",5
2010 ,"'C4 - Genetics' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'C4 - Genetics' ","'Not EU' ","'RPA' ",5
2010 ,"'C5 - Microbiology' ","'UK' ","'Firm choice' ",205
2010 ,"'C5 - Microbiology' ","'UK' ","'Insurance choice' ",35
2010 ,"'C5 - Microbiology' ","'UK' ","'Extra' ",5
2010 ,"'C5 - Microbiology' ","'UK' ","'Main scheme Clearing' ",25
2010 ,"'C5 - Microbiology' ","'UK' ","'Direct Clearing' ",5
2010 ,"'C5 - Microbiology' ","'UK' ","'RPA' ",5
2010 ,"'C5 - Microbiology' ","'EU (excluding UK)' ","'Firm choice' ",30
2010 ,"'C5 - Microbiology' ","'Not EU' ","'Firm choice' ",30
2010 ,"'C5 - Microbiology' ","'Not EU' ","'Insurance choice' ",5
2010 ,"'C5 - Microbiology' ","'Not EU' ","'RPA' ",10
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Firm choice' ",8145
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Insurance choice' ",965
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Other main scheme choice' ",205
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Extra' ",185
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Main scheme Clearing' ",720
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'Direct Clearing' ",135
2010 ,"'C6 - Sport and Exercise Science' ","'UK' ","'RPA' ",240
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Firm choice' ",140
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Insurance choice' ",15
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'EU (excluding UK)' ","'RPA' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Firm choice' ",80
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Insurance choice' ",10
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Extra' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'C6 - Sport and Exercise Science' ","'Not EU' ","'RPA' ",55
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Firm choice' ",1465
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Insurance choice' ",250
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Other main scheme choice' ",30
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Extra' ",50
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Main scheme Clearing' ",215
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'Direct Clearing' ",15
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'UK' ","'RPA' ",25
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Firm choice' ",105
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Insurance choice' ",15
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'EU (excluding UK)' ","'RPA' ",10
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Firm choice' ",155
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Insurance choice' ",25
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Other main scheme choice' ",10
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Extra' ",5
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'Main scheme Clearing' ",15
2010 ,"'C7 - Molecular Biology,Biophysics & Biochem' ","'Not EU' ","'RPA' ",20
2010 ,"'C8 - Psychology' ","'UK' ","'Firm choice' ",10735
2010 ,"'C8 - Psychology' ","'UK' ","'Insurance choice' ",1700
2010 ,"'C8 - Psychology' ","'UK' ","'Other main scheme choice' ",185
2010 ,"'C8 - Psychology' ","'UK' ","'Extra' ",195
2010 ,"'C8 - Psychology' ","'UK' ","'Adjustment' ",10
2010 ,"'C8 - Psychology' ","'UK' ","'Main scheme Clearing' ",1345
2010 ,"'C8 - Psychology' ","'UK' ","'Direct Clearing' ",160
2010 ,"'C8 - Psychology' ","'UK' ","'RPA' ",270
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Firm choice' ",645
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Insurance choice' ",85
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Other main scheme choice' ",40
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Extra' ",15
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Main scheme Clearing' ",55
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'Direct Clearing' ",15
2010 ,"'C8 - Psychology' ","'EU (excluding UK)' ","'RPA' ",10
2010 ,"'C8 - Psychology' ","'Not EU' ","'Firm choice' ",400
2010 ,"'C8 - Psychology' ","'Not EU' ","'Insurance choice' ",65
2010 ,"'C8 - Psychology' ","'Not EU' ","'Other main scheme choice' ",45
2010 ,"'C8 - Psychology' ","'Not EU' ","'Main scheme Clearing' ",50
2010 ,"'C8 - Psychology' ","'Not EU' ","'Direct Clearing' ",5
2010 ,"'C8 - Psychology' ","'Not EU' ","'RPA' ",75
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Firm choice' ",605
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Insurance choice' ",125
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Other main scheme choice' ",20
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Extra' ",35
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Main scheme Clearing' ",280
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'Direct Clearing' ",25
2010 ,"'C9 - Others in Biological Sciences' ","'UK' ","'RPA' ",15
2010 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",60
2010 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Insurance choice' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Firm choice' ",50
2010 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Insurance choice' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'Main scheme Clearing' ",10
2010 ,"'C9 - Others in Biological Sciences' ","'Not EU' ","'RPA' ",10
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Firm choice' ",365
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Insurance choice' ",60
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Other main scheme choice' ",10
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Extra' ",10
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Main scheme Clearing' ",85
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'Direct Clearing' ",5
2010 ,"'CC - Combinations within Biological Sciences' ","'UK' ","'RPA' ",10
2010 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Firm choice' ",40
2010 ,"'CC - Combinations within Biological Sciences' ","'EU (excluding UK)' ","'Extra' ",5
2010 ,"'CC - Combinations within Biological Sciences' ","'Not EU' ","'Firm choice' ",10
2010 ,"'CC - Combinations within Biological Sciences' ","'Not EU' ","'RPA' ",5
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Firm choice' ",735
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Insurance choice' ",5
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'UK' ","'Main scheme Clearing' ",35
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'EU (excluding UK)' ","'Firm choice' ",15
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'Firm choice' ",80
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'D1 - Pre-clinical Veterinary Medicine' ","'Not EU' ","'RPA' ",95
2010 ,"'D3 - Animal Science' ","'UK' ","'Firm choice' ",1480
2010 ,"'D3 - Animal Science' ","'UK' ","'Insurance choice' ",90
2010 ,"'D3 - Animal Science' ","'UK' ","'Other main scheme choice' ",65
2010 ,"'D3 - Animal Science' ","'UK' ","'Extra' ",30
2010 ,"'D3 - Animal Science' ","'UK' ","'Main scheme Clearing' ",125
2010 ,"'D3 - Animal Science' ","'UK' ","'Direct Clearing' ",50
2010 ,"'D3 - Animal Science' ","'UK' ","'RPA' ",105
2010 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Firm choice' ",55
2010 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Insurance choice' ",5
2010 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2010 ,"'D3 - Animal Science' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'D3 - Animal Science' ","'Not EU' ","'Firm choice' ",35
2010 ,"'D3 - Animal Science' ","'Not EU' ","'Insurance choice' ",5
2010 ,"'D3 - Animal Science' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'D3 - Animal Science' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'D3 - Animal Science' ","'Not EU' ","'Direct Clearing' ",5
2010 ,"'D3 - Animal Science' ","'Not EU' ","'RPA' ",20
2010 ,"'D4 - Agriculture' ","'UK' ","'Firm choice' ",1265
2010 ,"'D4 - Agriculture' ","'UK' ","'Insurance choice' ",65
2010 ,"'D4 - Agriculture' ","'UK' ","'Other main scheme choice' ",105
2010 ,"'D4 - Agriculture' ","'UK' ","'Extra' ",20
2010 ,"'D4 - Agriculture' ","'UK' ","'Main scheme Clearing' ",115
2010 ,"'D4 - Agriculture' ","'UK' ","'Direct Clearing' ",85
2010 ,"'D4 - Agriculture' ","'UK' ","'RPA' ",120
2010 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Firm choice' ",45
2010 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Insurance choice' ",10
2010 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2010 ,"'D4 - Agriculture' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'D4 - Agriculture' ","'Not EU' ","'Firm choice' ",25
2010 ,"'D4 - Agriculture' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'D4 - Agriculture' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'D4 - Agriculture' ","'Not EU' ","'RPA' ",25
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Firm choice' ",85
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Insurance choice' ",5
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Other main scheme choice' ",10
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Main scheme Clearing' ",5
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'Direct Clearing' ",5
2010 ,"'D5 - Forestry & arboriculture' ","'UK' ","'RPA' ",40
2010 ,"'D5 - Forestry & arboriculture' ","'EU (excluding UK)' ","'Firm choice' ",5
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Firm choice' ",240
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Insurance choice' ",10
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Other main scheme choice' ",25
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Extra' ",5
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Main scheme Clearing' ",20
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'Direct Clearing' ",15
2010 ,"'D6 - Food and Beverage studies' ","'UK' ","'RPA' ",10
2010 ,"'D6 - Food and Beverage studies' ","'EU (excluding UK)' ","'Firm choice' ",20
2010 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Firm choice' ",15
2010 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'Main scheme Clearing' ",5
2010 ,"'D6 - Food and Beverage studies' ","'Not EU' ","'RPA' ",15
2010 ,"'D7 - Agricultural Sciences' ","'UK' ","'Firm choice' ",65
2010 ,"'D7 - Agricultural Sciences' ","'UK' ","'Insurance choice' ",5
2010 ,"'D7 - Agricultural Sciences' ","'UK' ","'Main scheme Clearing' ",10
2010 ,"'D7 - Agricultural Sciences' ","'Not EU' ","'Firm choice' ",5
2010 ,"'D9 - Others in Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",25
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Firm choice' ",95
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Insurance choice' ",5
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Other main scheme choice' ",5
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Extra' ",5
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Main scheme Clearing' ",10
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'UK' ","'Direct Clearing' ",10
2010 ,"'DD - Combinations within Vet Sci,Ag & related subjects' ","'Not EU' ","'Firm choice' ",5
2010 ,"'F0 - Physical Sciences: any area of study' ","'UK' ","'Firm choice' ",35
2010 ,"'F0 - Physical Sciences: any area of study' ","'UK' ","'Direct Clearing' ",5
2010 ,"'F0 - Physical Sciences: any area of study' ","'EU (excluding UK)' ","'Firm choice' ",5
2010 ,"'F0 - Physical Sciences: any area of study' ","'Not EU' ","'Firm choice' ",5
2010 ,"'F1 - Chemistry' ","'UK' ","'Firm choice' ",2850
2010 ,"'F1 - Chemistry' ","'UK' ","'Insurance choice' ",445
2010 ,"'F1 - Chemistry' ","'UK' ","'Other main scheme choice' ",35
2010 ,"'F1 - Chemistry' ","'UK' ","'Extra' ",45
2010 ,"'F1 - Chemistry' ","'UK' ","'Adjustment' ",10
2010 ,"'F1 - Chemistry' ","'UK' ","'Main scheme Clearing' ",445
2010 ,"'F1 - Chemistry' ","'UK' ","'Direct Clearing' ",40
2010 ,"'F1 - Chemistry' ","'UK' ","'RPA' ",25
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Firm choice' ",135
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Insurance choice' ",15
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",15
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2010 ,"'F1 - Chemistry' ","'EU (excluding UK)' ","'RPA' ",15
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Firm choice' ",185
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Insurance choice' ",30
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Other main scheme choice' ",10
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Extra' ",5
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Main scheme Clearing' ",20
2010 ,"'F1 - Chemistry' ","'Not EU' ","'Direct Clearing' ",5
2010 ,"'F1 - Chemistry' ","'Not EU' ","'RPA' ",25
2010 ,"'F2 - Materials Science' ","'UK' ","'Firm choice' ",10
2010 ,"'F3 - Physics' ","'UK' ","'Firm choice' ",2545
2010 ,"'F3 - Physics' ","'UK' ","'Insurance choice' ",365
2010 ,"'F3 - Physics' ","'UK' ","'Other main scheme choice' ",30
2010 ,"'F3 - Physics' ","'UK' ","'Extra' ",15
2010 ,"'F3 - Physics' ","'UK' ","'Main scheme Clearing' ",240
2010 ,"'F3 - Physics' ","'UK' ","'Direct Clearing' ",20
