"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Sex , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_014_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Sex , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3645
2009 ,"'Group W Creative Arts and Design' ","'Women' ","'RPA' ",1645
2009 ,"'Group X Education' ","'Men' ","'Firm choice' ",1745
2009 ,"'Group X Education' ","'Men' ","'Insurance choice' ",85
2009 ,"'Group X Education' ","'Men' ","'Other main scheme choice' ",100
2009 ,"'Group X Education' ","'Men' ","'Extra' ",10
2009 ,"'Group X Education' ","'Men' ","'Main scheme Clearing' ",110
2009 ,"'Group X Education' ","'Men' ","'Direct Clearing' ",50
2009 ,"'Group X Education' ","'Men' ","'RPA' ",115
2009 ,"'Group X Education' ","'Women' ","'Firm choice' ",10620
2009 ,"'Group X Education' ","'Women' ","'Insurance choice' ",465
2009 ,"'Group X Education' ","'Women' ","'Other main scheme choice' ",705
2009 ,"'Group X Education' ","'Women' ","'Extra' ",135
2009 ,"'Group X Education' ","'Women' ","'Adjustment' ",5
2009 ,"'Group X Education' ","'Women' ","'Main scheme Clearing' ",715
2009 ,"'Group X Education' ","'Women' ","'Direct Clearing' ",310
2009 ,"'Group X Education' ","'Women' ","'RPA' ",870
2009 ,"'Y Combined arts' ","'Men' ","'Firm choice' ",3400
2009 ,"'Y Combined arts' ","'Men' ","'Insurance choice' ",270
2009 ,"'Y Combined arts' ","'Men' ","'Other main scheme choice' ",175
2009 ,"'Y Combined arts' ","'Men' ","'Extra' ",65
2009 ,"'Y Combined arts' ","'Men' ","'Adjustment' ",5
2009 ,"'Y Combined arts' ","'Men' ","'Main scheme Clearing' ",290
2009 ,"'Y Combined arts' ","'Men' ","'Direct Clearing' ",95
2009 ,"'Y Combined arts' ","'Men' ","'RPA' ",140
2009 ,"'Y Combined arts' ","'Women' ","'Firm choice' ",7235
2009 ,"'Y Combined arts' ","'Women' ","'Insurance choice' ",640
2009 ,"'Y Combined arts' ","'Women' ","'Other main scheme choice' ",260
2009 ,"'Y Combined arts' ","'Women' ","'Extra' ",145
2009 ,"'Y Combined arts' ","'Women' ","'Adjustment' ",5
2009 ,"'Y Combined arts' ","'Women' ","'Main scheme Clearing' ",550
2009 ,"'Y Combined arts' ","'Women' ","'Direct Clearing' ",135
2009 ,"'Y Combined arts' ","'Women' ","'RPA' ",195
2009 ,"'Y Combined sciences' ","'Men' ","'Firm choice' ",3335
2009 ,"'Y Combined sciences' ","'Men' ","'Insurance choice' ",330
2009 ,"'Y Combined sciences' ","'Men' ","'Other main scheme choice' ",250
2009 ,"'Y Combined sciences' ","'Men' ","'Extra' ",60
2009 ,"'Y Combined sciences' ","'Men' ","'Adjustment' ",5
2009 ,"'Y Combined sciences' ","'Men' ","'Main scheme Clearing' ",350
2009 ,"'Y Combined sciences' ","'Men' ","'Direct Clearing' ",110
2009 ,"'Y Combined sciences' ","'Men' ","'RPA' ",260
2009 ,"'Y Combined sciences' ","'Women' ","'Firm choice' ",2595
2009 ,"'Y Combined sciences' ","'Women' ","'Insurance choice' ",245
2009 ,"'Y Combined sciences' ","'Women' ","'Other main scheme choice' ",175
2009 ,"'Y Combined sciences' ","'Women' ","'Extra' ",70
2009 ,"'Y Combined sciences' ","'Women' ","'Adjustment' ",5
2009 ,"'Y Combined sciences' ","'Women' ","'Main scheme Clearing' ",325
2009 ,"'Y Combined sciences' ","'Women' ","'Direct Clearing' ",85
2009 ,"'Y Combined sciences' ","'Women' ","'RPA' ",160
2009 ,"'Y Combined social sciences' ","'Men' ","'Firm choice' ",1820
2009 ,"'Y Combined social sciences' ","'Men' ","'Insurance choice' ",300
2009 ,"'Y Combined social sciences' ","'Men' ","'Other main scheme choice' ",110
2009 ,"'Y Combined social sciences' ","'Men' ","'Extra' ",30
2009 ,"'Y Combined social sciences' ","'Men' ","'Main scheme Clearing' ",295
2009 ,"'Y Combined social sciences' ","'Men' ","'Direct Clearing' ",35
2009 ,"'Y Combined social sciences' ","'Men' ","'RPA' ",110
2009 ,"'Y Combined social sciences' ","'Women' ","'Firm choice' ",2015
2009 ,"'Y Combined social sciences' ","'Women' ","'Insurance choice' ",290
2009 ,"'Y Combined social sciences' ","'Women' ","'Other main scheme choice' ",125
2009 ,"'Y Combined social sciences' ","'Women' ","'Extra' ",55
2009 ,"'Y Combined social sciences' ","'Women' ","'Adjustment' ",5
2009 ,"'Y Combined social sciences' ","'Women' ","'Main scheme Clearing' ",355
2009 ,"'Y Combined social sciences' ","'Women' ","'Direct Clearing' ",30
2009 ,"'Y Combined social sciences' ","'Women' ","'RPA' ",170
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Firm choice' ",7780
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Insurance choice' ",750
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Other main scheme choice' ",535
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Extra' ",105
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Adjustment' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Main scheme Clearing' ",835
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'Direct Clearing' ",310
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Men' ","'RPA' ",865
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Firm choice' ",7545
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Insurance choice' ",640
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Other main scheme choice' ",430
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Extra' ",125
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Adjustment' ",5
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Main scheme Clearing' ",835
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'Direct Clearing' ",235
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Women' ","'RPA' ",545
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Firm choice' ",3465
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Insurance choice' ",380
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Other main scheme choice' ",165
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Extra' ",55
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Adjustment' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Main scheme Clearing' ",355
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'Direct Clearing' ",110
2009 ,"'Y Social Sciences combined with Arts' ","'Men' ","'RPA' ",230
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Firm choice' ",5710
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Insurance choice' ",475
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Other main scheme choice' ",370
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Extra' ",95
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Adjustment' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Main scheme Clearing' ",615
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'Direct Clearing' ",180
2009 ,"'Y Social Sciences combined with Arts' ","'Women' ","'RPA' ",510
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Firm choice' ",1580
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Insurance choice' ",105
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Other main scheme choice' ",145
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Extra' ",35
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Main scheme Clearing' ",250
2009 ,"'Z General, other combined and unknown' ","'Men' ","'Direct Clearing' ",90
2009 ,"'Z General, other combined and unknown' ","'Men' ","'RPA' ",350
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Firm choice' ",1980
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Insurance choice' ",120
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Other main scheme choice' ",175
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Extra' ",50
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Main scheme Clearing' ",340
2009 ,"'Z General, other combined and unknown' ","'Women' ","'Direct Clearing' ",80
2009 ,"'Z General, other combined and unknown' ","'Women' ","'RPA' ",450
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'Firm choice' ",3870
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'Insurance choice' ",35
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'Other main scheme choice' ",5
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'Extra' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'Main scheme Clearing' ",95
2010 ,"'Group A Medicine and Dentistry' ","'Men' ","'RPA' ",55
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'Firm choice' ",4885
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'Insurance choice' ",50
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'Other main scheme choice' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'Extra' ",20
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'Main scheme Clearing' ",120
2010 ,"'Group A Medicine and Dentistry' ","'Women' ","'RPA' ",80
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Firm choice' ",7225
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Insurance choice' ",680
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Other main scheme choice' ",380
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Extra' ",240
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Adjustment' ",5
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Main scheme Clearing' ",920
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'Direct Clearing' ",175
2010 ,"'Group B Subjects allied to Medicine' ","'Men' ","'RPA' ",285
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Firm choice' ",32485
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Insurance choice' ",1545
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Other main scheme choice' ",1455
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Extra' ",715
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Adjustment' ",15
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Main scheme Clearing' ",2475
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'Direct Clearing' ",380
2010 ,"'Group B Subjects allied to Medicine' ","'Women' ","'RPA' ",905
2010 ,"'Group C Biological Sciences' ","'Men' ","'Firm choice' ",12055
2010 ,"'Group C Biological Sciences' ","'Men' ","'Insurance choice' ",1800
2010 ,"'Group C Biological Sciences' ","'Men' ","'Other main scheme choice' ",330
2010 ,"'Group C Biological Sciences' ","'Men' ","'Extra' ",255
2010 ,"'Group C Biological Sciences' ","'Men' ","'Adjustment' ",10
2010 ,"'Group C Biological Sciences' ","'Men' ","'Main scheme Clearing' ",1370
2010 ,"'Group C Biological Sciences' ","'Men' ","'Direct Clearing' ",215
2010 ,"'Group C Biological Sciences' ","'Men' ","'RPA' ",405
2010 ,"'Group C Biological Sciences' ","'Women' ","'Firm choice' ",16550
2010 ,"'Group C Biological Sciences' ","'Women' ","'Insurance choice' ",2410
2010 ,"'Group C Biological Sciences' ","'Women' ","'Other main scheme choice' ",340
2010 ,"'Group C Biological Sciences' ","'Women' ","'Extra' ",360
2010 ,"'Group C Biological Sciences' ","'Women' ","'Adjustment' ",20
2010 ,"'Group C Biological Sciences' ","'Women' ","'Main scheme Clearing' ",2015
2010 ,"'Group C Biological Sciences' ","'Women' ","'Direct Clearing' ",220
2010 ,"'Group C Biological Sciences' ","'Women' ","'RPA' ",470
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Firm choice' ",1410
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Insurance choice' ",65
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Other main scheme choice' ",85
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Extra' ",15
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Main scheme Clearing' ",125
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'Direct Clearing' ",80
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Men' ","'RPA' ",140
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Firm choice' ",2890
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Insurance choice' ",150
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Other main scheme choice' ",145
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Extra' ",50
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Main scheme Clearing' ",235
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'Direct Clearing' ",100
2010 ,"'Group D Veterinary Sciences, Agriculture and related' ","'Women' ","'RPA' ",290
2010 ,"'Group F Physical Sciences' ","'Men' ","'Firm choice' ",8040
2010 ,"'Group F Physical Sciences' ","'Men' ","'Insurance choice' ",1245
2010 ,"'Group F Physical Sciences' ","'Men' ","'Other main scheme choice' ",145
2010 ,"'Group F Physical Sciences' ","'Men' ","'Extra' ",85
2010 ,"'Group F Physical Sciences' ","'Men' ","'Adjustment' ",5
2010 ,"'Group F Physical Sciences' ","'Men' ","'Main scheme Clearing' ",915
2010 ,"'Group F Physical Sciences' ","'Men' ","'Direct Clearing' ",130
2010 ,"'Group F Physical Sciences' ","'Men' ","'RPA' ",235
2010 ,"'Group F Physical Sciences' ","'Women' ","'Firm choice' ",5465
2010 ,"'Group F Physical Sciences' ","'Women' ","'Insurance choice' ",730
2010 ,"'Group F Physical Sciences' ","'Women' ","'Other main scheme choice' ",100
2010 ,"'Group F Physical Sciences' ","'Women' ","'Extra' ",70
2010 ,"'Group F Physical Sciences' ","'Women' ","'Adjustment' ",10
2010 ,"'Group F Physical Sciences' ","'Women' ","'Main scheme Clearing' ",590
2010 ,"'Group F Physical Sciences' ","'Women' ","'Direct Clearing' ",65
2010 ,"'Group F Physical Sciences' ","'Women' ","'RPA' ",175
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Firm choice' ",3330
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Insurance choice' ",825
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Other main scheme choice' ",70
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Extra' ",40
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Adjustment' ",10
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Main scheme Clearing' ",395
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'Direct Clearing' ",50
2010 ,"'Group G Mathematical Sciences' ","'Men' ","'RPA' ",75
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Firm choice' ",2175
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Insurance choice' ",520
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Other main scheme choice' ",35
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Extra' ",30
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Adjustment' ",5
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Main scheme Clearing' ",290
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'Direct Clearing' ",35
2010 ,"'Group G Mathematical Sciences' ","'Women' ","'RPA' ",50
2010 ,"'Group H Engineering' ","'Men' ","'Firm choice' ",14655
2010 ,"'Group H Engineering' ","'Men' ","'Insurance choice' ",2415
2010 ,"'Group H Engineering' ","'Men' ","'Other main scheme choice' ",920
2010 ,"'Group H Engineering' ","'Men' ","'Extra' ",190
2010 ,"'Group H Engineering' ","'Men' ","'Adjustment' ",10
2010 ,"'Group H Engineering' ","'Men' ","'Main scheme Clearing' ",2125
2010 ,"'Group H Engineering' ","'Men' ","'Direct Clearing' ",485
2010 ,"'Group H Engineering' ","'Men' ","'RPA' ",2005
2010 ,"'Group H Engineering' ","'Women' ","'Firm choice' ",2155
2010 ,"'Group H Engineering' ","'Women' ","'Insurance choice' ",310
2010 ,"'Group H Engineering' ","'Women' ","'Other main scheme choice' ",115
2010 ,"'Group H Engineering' ","'Women' ","'Extra' ",35
2010 ,"'Group H Engineering' ","'Women' ","'Adjustment' ",5
2010 ,"'Group H Engineering' ","'Women' ","'Main scheme Clearing' ",320
2010 ,"'Group H Engineering' ","'Women' ","'Direct Clearing' ",45
2010 ,"'Group H Engineering' ","'Women' ","'RPA' ",270
2010 ,"'Group I Computer Sciences' ","'Men' ","'Firm choice' ",11825
2010 ,"'Group I Computer Sciences' ","'Men' ","'Insurance choice' ",1240
2010 ,"'Group I Computer Sciences' ","'Men' ","'Other main scheme choice' ",650
2010 ,"'Group I Computer Sciences' ","'Men' ","'Extra' ",140
2010 ,"'Group I Computer Sciences' ","'Men' ","'Adjustment' ",20
2010 ,"'Group I Computer Sciences' ","'Men' ","'Main scheme Clearing' ",1590
2010 ,"'Group I Computer Sciences' ","'Men' ","'Direct Clearing' ",595
2010 ,"'Group I Computer Sciences' ","'Men' ","'RPA' ",1340
2010 ,"'Group I Computer Sciences' ","'Women' ","'Firm choice' ",1930
2010 ,"'Group I Computer Sciences' ","'Women' ","'Insurance choice' ",220
2010 ,"'Group I Computer Sciences' ","'Women' ","'Other main scheme choice' ",120
2010 ,"'Group I Computer Sciences' ","'Women' ","'Extra' ",45
2010 ,"'Group I Computer Sciences' ","'Women' ","'Adjustment' ",5
2010 ,"'Group I Computer Sciences' ","'Women' ","'Main scheme Clearing' ",450
2010 ,"'Group I Computer Sciences' ","'Women' ","'Direct Clearing' ",90
2010 ,"'Group I Computer Sciences' ","'Women' ","'RPA' ",240
2010 ,"'Group J Technologies' ","'Men' ","'Firm choice' ",1905
2010 ,"'Group J Technologies' ","'Men' ","'Insurance choice' ",120
2010 ,"'Group J Technologies' ","'Men' ","'Other main scheme choice' ",125
2010 ,"'Group J Technologies' ","'Men' ","'Extra' ",30
2010 ,"'Group J Technologies' ","'Men' ","'Adjustment' ",5
2010 ,"'Group J Technologies' ","'Men' ","'Main scheme Clearing' ",180
2010 ,"'Group J Technologies' ","'Men' ","'Direct Clearing' ",55
2010 ,"'Group J Technologies' ","'Men' ","'RPA' ",230
2010 ,"'Group J Technologies' ","'Women' ","'Firm choice' ",410
2010 ,"'Group J Technologies' ","'Women' ","'Insurance choice' ",30
2010 ,"'Group J Technologies' ","'Women' ","'Other main scheme choice' ",25
