"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Detailed Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_018_07.pdf"
 
Cycle Year,Subject Group (Detailed Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'A1 - Pre-clinical Medicine' ","'17 and under' ","'Firm choice' ",100
2009 ,"'Y Combs of phys/math science with social studies/bus/law' ","'21 and over' ","'RPA' ",150
2009 ,"'Y Combs of phys/math/comp sciences' ","'17 and under' ","'Firm choice' ",10
2009 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Firm choice' ",580
2009 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Insurance choice' ",75
2009 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'Main scheme Clearing' ",45
2009 ,"'Y Combs of phys/math/comp sciences' ","'18' ","'RPA' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Firm choice' ",150
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Insurance choice' ",20
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Main scheme Clearing' ",15
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'Direct Clearing' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'19' ","'RPA' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Firm choice' ",50
2009 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Insurance choice' ",10
2009 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'20' ","'Direct Clearing' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Firm choice' ",80
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Insurance choice' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Other main scheme choice' ",25
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'Direct Clearing' ",5
2009 ,"'Y Combs of phys/math/comp sciences' ","'21 and over' ","'RPA' ",10
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'Firm choice' ",25
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'17 and under' ","'RPA' ",10
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Firm choice' ",3050
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Insurance choice' ",315
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Other main scheme choice' ",60
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Extra' ",45
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Main scheme Clearing' ",305
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'Direct Clearing' ",20
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'18' ","'RPA' ",105
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Firm choice' ",1360
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Insurance choice' ",65
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Other main scheme choice' ",50
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Extra' ",25
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Main scheme Clearing' ",115
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'Direct Clearing' ",45
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'19' ","'RPA' ",90
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Firm choice' ",550
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Insurance choice' ",10
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Other main scheme choice' ",40
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Extra' ",10
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Main scheme Clearing' ",45
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'Direct Clearing' ",45
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'20' ","'RPA' ",85
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Firm choice' ",935
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Insurance choice' ",10
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Other main scheme choice' ",205
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Extra' ",5
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Main scheme Clearing' ",80
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'Direct Clearing' ",110
2009 ,"'Y Combs of science/engineering with arts/humanities/languages' ","'21 and over' ","'RPA' ",290
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ","'Firm choice' ",35
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ","'Insurance choice' ",5
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'17 and under' ","'RPA' ",5
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Firm choice' ",2455
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Insurance choice' ",325
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Other main scheme choice' ",25
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Extra' ",35
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Adjustment' ",5
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Main scheme Clearing' ",270
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'Direct Clearing' ",15
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'18' ","'RPA' ",25
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Firm choice' ",955
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Insurance choice' ",60
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Other main scheme choice' ",60
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Extra' ",20
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Main scheme Clearing' ",100
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'Direct Clearing' ",40
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'19' ","'RPA' ",50
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Firm choice' ",375
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Insurance choice' ",20
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Other main scheme choice' ",50
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Extra' ",10
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Main scheme Clearing' ",35
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'Direct Clearing' ",15
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'20' ","'RPA' ",75
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Firm choice' ",895
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Insurance choice' ",20
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Other main scheme choice' ",190
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Extra' ",20
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Main scheme Clearing' ",105
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'Direct Clearing' ",95
2009 ,"'Y Combs of science/engineering with social studies/bus/law' ","'21 and over' ","'RPA' ",260
2009 ,"'Y Combs of sciences with engineering/technology' ","'17 and under' ","'Firm choice' ",35
2009 ,"'Y Combs of sciences with engineering/technology' ","'17 and under' ","'RPA' ",5
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Firm choice' ",520
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Insurance choice' ",80
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Extra' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Main scheme Clearing' ",90
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'Direct Clearing' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'18' ","'RPA' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Firm choice' ",245
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Insurance choice' ",20
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Extra' ",5
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Main scheme Clearing' ",35
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'Direct Clearing' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'19' ","'RPA' ",20
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Firm choice' ",85
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Insurance choice' ",5
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Other main scheme choice' ",20
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Main scheme Clearing' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'Direct Clearing' ",5
2009 ,"'Y Combs of sciences with engineering/technology' ","'20' ","'RPA' ",25
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Firm choice' ",170
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Insurance choice' ",10
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Other main scheme choice' ",75
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Extra' ",5
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Main scheme Clearing' ",15
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'Direct Clearing' ",25
2009 ,"'Y Combs of sciences with engineering/technology' ","'21 and over' ","'RPA' ",80
2009 ,"'Y Combs of soc studies/law' ","'17 and under' ","'Firm choice' ",10
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Firm choice' ",945
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Insurance choice' ",155
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Other main scheme choice' ",10
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Extra' ",20
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Main scheme Clearing' ",150
2009 ,"'Y Combs of soc studies/law' ","'18' ","'Direct Clearing' ",5
2009 ,"'Y Combs of soc studies/law' ","'18' ","'RPA' ",10
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Firm choice' ",330
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Insurance choice' ",30
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Extra' ",10
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Main scheme Clearing' ",65
2009 ,"'Y Combs of soc studies/law' ","'19' ","'Direct Clearing' ",10
2009 ,"'Y Combs of soc studies/law' ","'19' ","'RPA' ",20
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Firm choice' ",115
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Insurance choice' ",5
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Other main scheme choice' ",15
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Extra' ",5
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Main scheme Clearing' ",15
2009 ,"'Y Combs of soc studies/law' ","'20' ","'Direct Clearing' ",5
2009 ,"'Y Combs of soc studies/law' ","'20' ","'RPA' ",5
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Firm choice' ",190
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Insurance choice' ",5
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Other main scheme choice' ",45
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Extra' ",5
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Main scheme Clearing' ",20
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'Direct Clearing' ",10
2009 ,"'Y Combs of soc studies/law' ","'21 and over' ","'RPA' ",50
2009 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Firm choice' ",50
2009 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Insurance choice' ",15
2009 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Other main scheme choice' ",5
2009 ,"'Y Combs of soc studies/law with business' ","'17 and under' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'Firm choice' ",1220
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'Insurance choice' ",265
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'Other main scheme choice' ",20
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'Extra' ",20
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'Main scheme Clearing' ",215
2009 ,"'Y Combs of soc studies/law with business' ","'18' ","'RPA' ",25
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Firm choice' ",550
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Insurance choice' ",90
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Other main scheme choice' ",30
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Extra' ",15
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Main scheme Clearing' ",110
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'Direct Clearing' ",10
2009 ,"'Y Combs of soc studies/law with business' ","'19' ","'RPA' ",45
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Firm choice' ",185
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Insurance choice' ",20
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Other main scheme choice' ",25
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Extra' ",5
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Main scheme Clearing' ",35
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'Direct Clearing' ",10
2009 ,"'Y Combs of soc studies/law with business' ","'20' ","'RPA' ",35
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Firm choice' ",235
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Insurance choice' ",5
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Other main scheme choice' ",75
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Extra' ",10
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Main scheme Clearing' ",30
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'Direct Clearing' ",20
2009 ,"'Y Combs of soc studies/law with business' ","'21 and over' ","'RPA' ",95
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'Firm choice' ",50
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'Insurance choice' ",10
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'Main scheme Clearing' ",5
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'17 and under' ","'RPA' ",10
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Firm choice' ",3875
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Insurance choice' ",485
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Other main scheme choice' ",35
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Extra' ",55
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Adjustment' ",5
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Main scheme Clearing' ",410
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'Direct Clearing' ",20
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'18' ","'RPA' ",75
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Firm choice' ",1685
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Insurance choice' ",75
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Other main scheme choice' ",75
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Extra' ",30
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Main scheme Clearing' ",140
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'Direct Clearing' ",45
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'19' ","'RPA' ",75
2009 ,"'Y Combs of social studies/bus/law with arts/humanities' ","'20' ","'Firm choice' ",565
