"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Age Band , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_013_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Age Band , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'17 and under' ","'Firm choice' ",110
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Main scheme Clearing' ",885
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'Direct Clearing' ",725
2010 ,"'Group N Business and Admin studies' ","'21 and over' ","'RPA' ",4105
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Firm choice' ",45
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Insurance choice' ",5
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Other main scheme choice' ",5
2010 ,"'Group P Mass Communication and Documentation' ","'17 and under' ","'Main scheme Clearing' ",5
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Firm choice' ",4400
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Insurance choice' ",575
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Other main scheme choice' ",35
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Extra' ",55
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Adjustment' ",10
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Main scheme Clearing' ",565
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'Direct Clearing' ",15
2010 ,"'Group P Mass Communication and Documentation' ","'18' ","'RPA' ",35
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Firm choice' ",2080
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Insurance choice' ",125
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Other main scheme choice' ",75
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Extra' ",60
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Main scheme Clearing' ",230
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'Direct Clearing' ",45
2010 ,"'Group P Mass Communication and Documentation' ","'19' ","'RPA' ",55
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Firm choice' ",730
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Insurance choice' ",30
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Other main scheme choice' ",50
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Extra' ",15
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Main scheme Clearing' ",100
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'Direct Clearing' ",40
2010 ,"'Group P Mass Communication and Documentation' ","'20' ","'RPA' ",65
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Firm choice' ",1215
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Insurance choice' ",25
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Other main scheme choice' ",135
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Extra' ",20
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Main scheme Clearing' ",105
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'Direct Clearing' ",90
2010 ,"'Group P Mass Communication and Documentation' ","'21 and over' ","'RPA' ",185
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Firm choice' ",75
2010 ,"'Group Q Linguistics, Classics and related' ","'17 and under' ","'Main scheme Clearing' ",5
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Firm choice' ",6265
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Insurance choice' ",1095
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Other main scheme choice' ",15
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Extra' ",85
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Adjustment' ",10
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Main scheme Clearing' ",570
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'Direct Clearing' ",10
2010 ,"'Group Q Linguistics, Classics and related' ","'18' ","'RPA' ",30
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Firm choice' ",2075
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Insurance choice' ",130
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Other main scheme choice' ",35
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Extra' ",40
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Main scheme Clearing' ",110
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'Direct Clearing' ",20
2010 ,"'Group Q Linguistics, Classics and related' ","'19' ","'RPA' ",30
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Firm choice' ",500
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Insurance choice' ",20
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Other main scheme choice' ",30
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Extra' ",15
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Main scheme Clearing' ",40
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'Direct Clearing' ",30
2010 ,"'Group Q Linguistics, Classics and related' ","'20' ","'RPA' ",35
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Firm choice' ",1030
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Insurance choice' ",25
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Other main scheme choice' ",90
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Extra' ",20
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Main scheme Clearing' ",50
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'Direct Clearing' ",50
2010 ,"'Group Q Linguistics, Classics and related' ","'21 and over' ","'RPA' ",110
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",60
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Insurance choice' ",5
2010 ,"'Group R European Languages, Literature and related' ","'17 and under' ","'Main scheme Clearing' ",5
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Firm choice' ",2830
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Insurance choice' ",405
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Other main scheme choice' ",5
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Extra' ",15
2010 ,"'Group R European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",260
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Firm choice' ",580
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Insurance choice' ",35
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Other main scheme choice' ",15
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Extra' ",10
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",35
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'Direct Clearing' ",10
2010 ,"'Group R European Languages, Literature and related' ","'19' ","'RPA' ",5
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Firm choice' ",105
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Insurance choice' ",5
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",5
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",5
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'Direct Clearing' ",5
2010 ,"'Group R European Languages, Literature and related' ","'20' ","'RPA' ",5
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",210
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Insurance choice' ",5
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",20
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Extra' ",5
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",5
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",10
2010 ,"'Group R European Languages, Literature and related' ","'21 and over' ","'RPA' ",20
2010 ,"'Group T Non-European Languages, Literature and related' ","'17 and under' ","'Firm choice' ",15
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Firm choice' ",665
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Insurance choice' ",130
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Extra' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'18' ","'Main scheme Clearing' ",60
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Firm choice' ",260
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Insurance choice' ",15
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Other main scheme choice' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Extra' ",10
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'Main scheme Clearing' ",15
2010 ,"'Group T Non-European Languages, Literature and related' ","'19' ","'RPA' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Firm choice' ",80
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Other main scheme choice' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'20' ","'Main scheme Clearing' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Firm choice' ",160
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Insurance choice' ",5
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Other main scheme choice' ",20
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Main scheme Clearing' ",10
2010 ,"'Group T Non-European Languages, Literature and related' ","'21 and over' ","'Direct Clearing' ",5
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Firm choice' ",80
2010 ,"'Group V History and Philosophical studies' ","'17 and under' ","'Insurance choice' ",5
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Firm choice' ",7185
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Insurance choice' ",1520
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Other main scheme choice' ",10
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Extra' ",70
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Adjustment' ",15
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Main scheme Clearing' ",780
2010 ,"'Group V History and Philosophical studies' ","'18' ","'Direct Clearing' ",5
2010 ,"'Group V History and Philosophical studies' ","'18' ","'RPA' ",20
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Firm choice' ",2445
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Insurance choice' ",160
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Other main scheme choice' ",30
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Extra' ",40
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Main scheme Clearing' ",150
2010 ,"'Group V History and Philosophical studies' ","'19' ","'Direct Clearing' ",25
2010 ,"'Group V History and Philosophical studies' ","'19' ","'RPA' ",25
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Firm choice' ",540
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Insurance choice' ",25
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Other main scheme choice' ",25
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Extra' ",5
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Main scheme Clearing' ",25
2010 ,"'Group V History and Philosophical studies' ","'20' ","'Direct Clearing' ",20
2010 ,"'Group V History and Philosophical studies' ","'20' ","'RPA' ",30
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Firm choice' ",1320
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Insurance choice' ",35
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Other main scheme choice' ",100
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Extra' ",25
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Main scheme Clearing' ",50
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'Direct Clearing' ",85
2010 ,"'Group V History and Philosophical studies' ","'21 and over' ","'RPA' ",125
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Firm choice' ",125
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Insurance choice' ",5
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Other main scheme choice' ",15
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Main scheme Clearing' ",10
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'Direct Clearing' ",5
2010 ,"'Group W Creative Arts and Design' ","'17 and under' ","'RPA' ",30
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Firm choice' ",15580
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Insurance choice' ",815
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Other main scheme choice' ",200
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Extra' ",340
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Adjustment' ",10
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Main scheme Clearing' ",1030
2010 ,"'Group W Creative Arts and Design' ","'18' ","'Direct Clearing' ",55
2010 ,"'Group W Creative Arts and Design' ","'18' ","'RPA' ",185
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Firm choice' ",13830
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Insurance choice' ",200
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Other main scheme choice' ",285
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Extra' ",430
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Adjustment' ",5
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Main scheme Clearing' ",695
2010 ,"'Group W Creative Arts and Design' ","'19' ","'Direct Clearing' ",120
2010 ,"'Group W Creative Arts and Design' ","'19' ","'RPA' ",250
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Firm choice' ",4820
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Insurance choice' ",50
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Other main scheme choice' ",220
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Extra' ",125
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Main scheme Clearing' ",315
2010 ,"'Group W Creative Arts and Design' ","'20' ","'Direct Clearing' ",120
2010 ,"'Group W Creative Arts and Design' ","'20' ","'RPA' ",300
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Firm choice' ",7915
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Insurance choice' ",55
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Other main scheme choice' ",855
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Extra' ",165
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Main scheme Clearing' ",580
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'Direct Clearing' ",470
2010 ,"'Group W Creative Arts and Design' ","'21 and over' ","'RPA' ",1340
2010 ,"'Group X Education' ","'17 and under' ","'Firm choice' ",20
2010 ,"'Group X Education' ","'17 and under' ","'Insurance choice' ",5
2010 ,"'Group X Education' ","'17 and under' ","'Main scheme Clearing' ",5
2010 ,"'Group X Education' ","'17 and under' ","'RPA' ",5
2010 ,"'Group X Education' ","'18' ","'Firm choice' ",6170
2010 ,"'Group X Education' ","'18' ","'Insurance choice' ",485
2010 ,"'Group X Education' ","'18' ","'Other main scheme choice' ",30
2010 ,"'Group X Education' ","'18' ","'Extra' ",105
2010 ,"'Group X Education' ","'18' ","'Adjustment' ",5
2010 ,"'Group X Education' ","'18' ","'Main scheme Clearing' ",510
2010 ,"'Group X Education' ","'18' ","'Direct Clearing' ",10
2010 ,"'Group X Education' ","'18' ","'RPA' ",50
2010 ,"'Group X Education' ","'19' ","'Firm choice' ",2210
2010 ,"'Group X Education' ","'19' ","'Insurance choice' ",95
2010 ,"'Group X Education' ","'19' ","'Other main scheme choice' ",40
2010 ,"'Group X Education' ","'19' ","'Extra' ",70
2010 ,"'Group X Education' ","'19' ","'Main scheme Clearing' ",155
2010 ,"'Group X Education' ","'19' ","'Direct Clearing' ",30
2010 ,"'Group X Education' ","'19' ","'RPA' ",75
2010 ,"'Group X Education' ","'20' ","'Firm choice' ",985
2010 ,"'Group X Education' ","'20' ","'Insurance choice' ",15
2010 ,"'Group X Education' ","'20' ","'Other main scheme choice' ",40
2010 ,"'Group X Education' ","'20' ","'Extra' ",25
2010 ,"'Group X Education' ","'20' ","'Main scheme Clearing' ",65
2010 ,"'Group X Education' ","'20' ","'Direct Clearing' ",15
2010 ,"'Group X Education' ","'20' ","'RPA' ",85
2010 ,"'Group X Education' ","'21 and over' ","'Firm choice' ",3535
2010 ,"'Group X Education' ","'21 and over' ","'Insurance choice' ",35
2010 ,"'Group X Education' ","'21 and over' ","'Other main scheme choice' ",345
2010 ,"'Group X Education' ","'21 and over' ","'Extra' ",45
2010 ,"'Group X Education' ","'21 and over' ","'Main scheme Clearing' ",275
2010 ,"'Group X Education' ","'21 and over' ","'Direct Clearing' ",215
2010 ,"'Group X Education' ","'21 and over' ","'RPA' ",575
2010 ,"'Y Combined arts' ","'17 and under' ","'Firm choice' ",60
2010 ,"'Y Combined arts' ","'17 and under' ","'Insurance choice' ",15
2010 ,"'Y Combined arts' ","'17 and under' ","'Main scheme Clearing' ",5
2010 ,"'Y Combined arts' ","'18' ","'Firm choice' ",5990
2010 ,"'Y Combined arts' ","'18' ","'Insurance choice' ",885
