"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Disability Indicator , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_023_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Disability Indicator , Acceptance Route,Number of Acceptances,
2010 ,"'Group A Medicine and Dentistry' ","'Disability declared' ","'Firm choice' ",335
2012 ,"'Group H Engineering' ","'Disability declared' ","'Firm choice' ",835
2012 ,"'Group H Engineering' ","'Disability declared' ","'Insurance choice' ",130
2012 ,"'Group H Engineering' ","'Disability declared' ","'Other main scheme choice' ",25
2012 ,"'Group H Engineering' ","'Disability declared' ","'Extra' ",15
2012 ,"'Group H Engineering' ","'Disability declared' ","'Adjustment' ",5
2012 ,"'Group H Engineering' ","'Disability declared' ","'Main scheme Clearing' ",130
2012 ,"'Group H Engineering' ","'Disability declared' ","'Direct Clearing' ",35
2012 ,"'Group H Engineering' ","'Disability declared' ","'RPA' ",50
2012 ,"'Group H Engineering' ","'No disability declared' ","'Firm choice' ",11980
2012 ,"'Group H Engineering' ","'No disability declared' ","'Insurance choice' ",1845
2012 ,"'Group H Engineering' ","'No disability declared' ","'Other main scheme choice' ",385
2012 ,"'Group H Engineering' ","'No disability declared' ","'Extra' ",200
2012 ,"'Group H Engineering' ","'No disability declared' ","'Adjustment' ",40
2012 ,"'Group H Engineering' ","'No disability declared' ","'Main scheme Clearing' ",2090
2012 ,"'Group H Engineering' ","'No disability declared' ","'Direct Clearing' ",620
2012 ,"'Group H Engineering' ","'No disability declared' ","'RPA' ",675
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Firm choice' ",1070
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Insurance choice' ",75
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Other main scheme choice' ",75
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Extra' ",10
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Main scheme Clearing' ",115
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'Direct Clearing' ",75
2012 ,"'Group I Computer Sciences' ","'Disability declared' ","'RPA' ",95
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Firm choice' ",10990
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Insurance choice' ",1075
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Other main scheme choice' ",430
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Extra' ",180
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Adjustment' ",35
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Main scheme Clearing' ",1595
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'Direct Clearing' ",740
2012 ,"'Group I Computer Sciences' ","'No disability declared' ","'RPA' ",850
2012 ,"'Group J Technologies' ","'Disability declared' ","'Firm choice' ",140
2012 ,"'Group J Technologies' ","'Disability declared' ","'Insurance choice' ",5
2012 ,"'Group J Technologies' ","'Disability declared' ","'Other main scheme choice' ",10
2012 ,"'Group J Technologies' ","'Disability declared' ","'Main scheme Clearing' ",15
2012 ,"'Group J Technologies' ","'Disability declared' ","'Direct Clearing' ",10
2012 ,"'Group J Technologies' ","'Disability declared' ","'RPA' ",5
2012 ,"'Group J Technologies' ","'No disability declared' ","'Firm choice' ",1325
2012 ,"'Group J Technologies' ","'No disability declared' ","'Insurance choice' ",100
2012 ,"'Group J Technologies' ","'No disability declared' ","'Other main scheme choice' ",60
2012 ,"'Group J Technologies' ","'No disability declared' ","'Extra' ",15
2012 ,"'Group J Technologies' ","'No disability declared' ","'Adjustment' ",5
2012 ,"'Group J Technologies' ","'No disability declared' ","'Main scheme Clearing' ",135
2012 ,"'Group J Technologies' ","'No disability declared' ","'Direct Clearing' ",70
2012 ,"'Group J Technologies' ","'No disability declared' ","'RPA' ",70
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Firm choice' ",330
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Insurance choice' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Other main scheme choice' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Main scheme Clearing' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'Direct Clearing' ",30
2012 ,"'Group K Architecture, Building and Planning' ","'Disability declared' ","'RPA' ",15
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Firm choice' ",4125
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Insurance choice' ",335
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Other main scheme choice' ",170
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Extra' ",65
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Adjustment' ",25
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Main scheme Clearing' ",490
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'Direct Clearing' ",225
2012 ,"'Group K Architecture, Building and Planning' ","'No disability declared' ","'RPA' ",225
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Firm choice' ",1750
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Insurance choice' ",135
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Other main scheme choice' ",75
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Extra' ",50
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Adjustment' ",5
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Main scheme Clearing' ",245
2012 ,"'Group L Social Studies' ","'Disability declared' ","'Direct Clearing' ",85
2012 ,"'Group L Social Studies' ","'Disability declared' ","'RPA' ",120
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Firm choice' ",20900
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Insurance choice' ",2015
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Other main scheme choice' ",750
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Extra' ",720
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Adjustment' ",110
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Main scheme Clearing' ",3630
2012 ,"'Group L Social Studies' ","'No disability declared' ","'Direct Clearing' ",835
2012 ,"'Group L Social Studies' ","'No disability declared' ","'RPA' ",1240
2012 ,"'Group M Law' ","'Disability declared' ","'Firm choice' ",580
2012 ,"'Group M Law' ","'Disability declared' ","'Insurance choice' ",60
2012 ,"'Group M Law' ","'Disability declared' ","'Other main scheme choice' ",30
2012 ,"'Group M Law' ","'Disability declared' ","'Extra' ",10
2012 ,"'Group M Law' ","'Disability declared' ","'Main scheme Clearing' ",110
2012 ,"'Group M Law' ","'Disability declared' ","'Direct Clearing' ",55
2012 ,"'Group M Law' ","'Disability declared' ","'RPA' ",15
2012 ,"'Group M Law' ","'No disability declared' ","'Firm choice' ",11545
2012 ,"'Group M Law' ","'No disability declared' ","'Insurance choice' ",1480
2012 ,"'Group M Law' ","'No disability declared' ","'Other main scheme choice' ",275
2012 ,"'Group M Law' ","'No disability declared' ","'Extra' ",220
2012 ,"'Group M Law' ","'No disability declared' ","'Adjustment' ",110
2012 ,"'Group M Law' ","'No disability declared' ","'Main scheme Clearing' ",2190
2012 ,"'Group M Law' ","'No disability declared' ","'Direct Clearing' ",525
2012 ,"'Group M Law' ","'No disability declared' ","'RPA' ",430
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Firm choice' ",1545
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Insurance choice' ",145
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Other main scheme choice' ",65
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Extra' ",35
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Adjustment' ",20
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Main scheme Clearing' ",225
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'Direct Clearing' ",120
2012 ,"'Group N Business and Admin studies' ","'Disability declared' ","'RPA' ",125
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Firm choice' ",28070
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Insurance choice' ",3150
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Other main scheme choice' ",1060
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Extra' ",580
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Adjustment' ",140
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Main scheme Clearing' ",5080
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'Direct Clearing' ",1835
2012 ,"'Group N Business and Admin studies' ","'No disability declared' ","'RPA' ",2165
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Firm choice' ",535
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Insurance choice' ",35
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Other main scheme choice' ",15
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Extra' ",5
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Main scheme Clearing' ",65
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'Direct Clearing' ",25
2012 ,"'Group P Mass Communication and Documentation' ","'Disability declared' ","'RPA' ",30
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Firm choice' ",6550
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Insurance choice' ",470
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Other main scheme choice' ",190
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Extra' ",105
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Adjustment' ",20
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Main scheme Clearing' ",830
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'Direct Clearing' ",250
2012 ,"'Group P Mass Communication and Documentation' ","'No disability declared' ","'RPA' ",260
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Firm choice' ",550
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Insurance choice' ",45
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Other main scheme choice' ",15
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Extra' ",10
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Adjustment' ",5
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Main scheme Clearing' ",40
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'Direct Clearing' ",20
2012 ,"'Group Q Linguistics, Classics and related' ","'Disability declared' ","'RPA' ",15
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Firm choice' ",8500
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Insurance choice' ",715
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Other main scheme choice' ",115
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Extra' ",110
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Adjustment' ",85
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Main scheme Clearing' ",730
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'Direct Clearing' ",160
2012 ,"'Group Q Linguistics, Classics and related' ","'No disability declared' ","'RPA' ",160
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",125
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",15
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Other main scheme choice' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",20
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'Direct Clearing' ",5
2012 ,"'Group R European Languages, Literature and related' ","'Disability declared' ","'RPA' ",5
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",2830
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",265
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",15
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Extra' ",20
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Adjustment' ",25
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Main scheme Clearing' ",280
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'Direct Clearing' ",20
2012 ,"'Group R European Languages, Literature and related' ","'No disability declared' ","'RPA' ",25
2012 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Firm choice' ",60
2012 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Insurance choice' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'Disability declared' ","'Main scheme Clearing' ",5
2012 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Firm choice' ",805
2012 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Insurance choice' ",60
2012 ,"'Group T Non-European Languages, Literature and related' ","'No disability declared' ","'Other main scheme choice' ",10
