"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route , Cycle Year"
"Coverage:   All"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_011_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (UK / EU / Not EU) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7625
2009 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Extra' ",15
2009 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Main scheme Clearing' ",85
2009 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'Direct Clearing' ",20
2009 ,"'Group T Non-European Languages, Literature and related' ","'UK' ","'RPA' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Firm choice' ",90
2009 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Insurance choice' ",10
2009 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Other main scheme choice' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Firm choice' ",40
2009 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Other main scheme choice' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'Main scheme Clearing' ",5
2009 ,"'Group T Non-European Languages, Literature and related' ","'Not EU' ","'RPA' ",5
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Firm choice' ",10870
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Insurance choice' ",1410
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Other main scheme choice' ",265
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Extra' ",135
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Adjustment' ",15
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Main scheme Clearing' ",895
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'Direct Clearing' ",190
2009 ,"'Group V History and Philosophical studies' ","'UK' ","'RPA' ",290
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Firm choice' ",290
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Insurance choice' ",30
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Other main scheme choice' ",15
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Extra' ",5
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2009 ,"'Group V History and Philosophical studies' ","'EU (excluding UK)' ","'RPA' ",10
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Firm choice' ",300
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Insurance choice' ",20
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Other main scheme choice' ",20
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Extra' ",5
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Main scheme Clearing' ",10
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'Direct Clearing' ",5
2009 ,"'Group V History and Philosophical studies' ","'Not EU' ","'RPA' ",20
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Firm choice' ",39050
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Insurance choice' ",845
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Other main scheme choice' ",2185
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Extra' ",605
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Adjustment' ",25
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Main scheme Clearing' ",2400
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'Direct Clearing' ",965
2009 ,"'Group W Creative Arts and Design' ","'UK' ","'RPA' ",2315
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Firm choice' ",1485
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Insurance choice' ",35
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Other main scheme choice' ",170
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Extra' ",15
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Main scheme Clearing' ",115
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'Direct Clearing' ",35
2009 ,"'Group W Creative Arts and Design' ","'EU (excluding UK)' ","'RPA' ",90
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Firm choice' ",1005
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Insurance choice' ",30
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Other main scheme choice' ",145
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Extra' ",15
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Main scheme Clearing' ",105
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'Direct Clearing' ",20
2009 ,"'Group W Creative Arts and Design' ","'Not EU' ","'RPA' ",575
2009 ,"'Group X Education' ","'UK' ","'Firm choice' ",12180
2009 ,"'Group X Education' ","'UK' ","'Insurance choice' ",530
2009 ,"'Group X Education' ","'UK' ","'Other main scheme choice' ",790
2009 ,"'Group X Education' ","'UK' ","'Extra' ",145
2009 ,"'Group X Education' ","'UK' ","'Adjustment' ",5
2009 ,"'Group X Education' ","'UK' ","'Main scheme Clearing' ",810
2009 ,"'Group X Education' ","'UK' ","'Direct Clearing' ",350
2009 ,"'Group X Education' ","'UK' ","'RPA' ",960
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'Firm choice' ",115
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'Insurance choice' ",10
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'Other main scheme choice' ",10
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'Extra' ",5
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'Main scheme Clearing' ",10
2009 ,"'Group X Education' ","'EU (excluding UK)' ","'RPA' ",5
2009 ,"'Group X Education' ","'Not EU' ","'Firm choice' ",75
2009 ,"'Group X Education' ","'Not EU' ","'Insurance choice' ",10
2009 ,"'Group X Education' ","'Not EU' ","'Other main scheme choice' ",10
2009 ,"'Group X Education' ","'Not EU' ","'Main scheme Clearing' ",5
2009 ,"'Group X Education' ","'Not EU' ","'Direct Clearing' ",5
2009 ,"'Group X Education' ","'Not EU' ","'RPA' ",20
2009 ,"'Y Combined arts' ","'UK' ","'Firm choice' ",9990
2009 ,"'Y Combined arts' ","'UK' ","'Insurance choice' ",875
2009 ,"'Y Combined arts' ","'UK' ","'Other main scheme choice' ",350
2009 ,"'Y Combined arts' ","'UK' ","'Extra' ",200
2009 ,"'Y Combined arts' ","'UK' ","'Adjustment' ",10
2009 ,"'Y Combined arts' ","'UK' ","'Main scheme Clearing' ",795
2009 ,"'Y Combined arts' ","'UK' ","'Direct Clearing' ",220
2009 ,"'Y Combined arts' ","'UK' ","'RPA' ",290
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Firm choice' ",440
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Insurance choice' ",25
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",50
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Extra' ",5
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'Direct Clearing' ",5
2009 ,"'Y Combined arts' ","'EU (excluding UK)' ","'RPA' ",20
2009 ,"'Y Combined arts' ","'Not EU' ","'Firm choice' ",205
2009 ,"'Y Combined arts' ","'Not EU' ","'Insurance choice' ",15
2009 ,"'Y Combined arts' ","'Not EU' ","'Other main scheme choice' ",35
2009 ,"'Y Combined arts' ","'Not EU' ","'Extra' ",5
2009 ,"'Y Combined arts' ","'Not EU' ","'Main scheme Clearing' ",20
2009 ,"'Y Combined arts' ","'Not EU' ","'Direct Clearing' ",5
2009 ,"'Y Combined arts' ","'Not EU' ","'RPA' ",25
2009 ,"'Y Combined sciences' ","'UK' ","'Firm choice' ",5325
2009 ,"'Y Combined sciences' ","'UK' ","'Insurance choice' ",510
2009 ,"'Y Combined sciences' ","'UK' ","'Other main scheme choice' ",275
2009 ,"'Y Combined sciences' ","'UK' ","'Extra' ",110
2009 ,"'Y Combined sciences' ","'UK' ","'Adjustment' ",10
2009 ,"'Y Combined sciences' ","'UK' ","'Main scheme Clearing' ",625
2009 ,"'Y Combined sciences' ","'UK' ","'Direct Clearing' ",180
2009 ,"'Y Combined sciences' ","'UK' ","'RPA' ",350
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Firm choice' ",305
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Insurance choice' ",25
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",50
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Extra' ",5
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",20
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2009 ,"'Y Combined sciences' ","'EU (excluding UK)' ","'RPA' ",10
2009 ,"'Y Combined sciences' ","'Not EU' ","'Firm choice' ",300
2009 ,"'Y Combined sciences' ","'Not EU' ","'Insurance choice' ",40
2009 ,"'Y Combined sciences' ","'Not EU' ","'Other main scheme choice' ",100
2009 ,"'Y Combined sciences' ","'Not EU' ","'Extra' ",15
2009 ,"'Y Combined sciences' ","'Not EU' ","'Main scheme Clearing' ",35
2009 ,"'Y Combined sciences' ","'Not EU' ","'Direct Clearing' ",10
2009 ,"'Y Combined sciences' ","'Not EU' ","'RPA' ",65
2009 ,"'Y Combined social sciences' ","'UK' ","'Firm choice' ",3140
2009 ,"'Y Combined social sciences' ","'UK' ","'Insurance choice' ",475
2009 ,"'Y Combined social sciences' ","'UK' ","'Other main scheme choice' ",150
2009 ,"'Y Combined social sciences' ","'UK' ","'Extra' ",70
2009 ,"'Y Combined social sciences' ","'UK' ","'Adjustment' ",5
2009 ,"'Y Combined social sciences' ","'UK' ","'Main scheme Clearing' ",535
2009 ,"'Y Combined social sciences' ","'UK' ","'Direct Clearing' ",60
2009 ,"'Y Combined social sciences' ","'UK' ","'RPA' ",150
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Firm choice' ",270
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Insurance choice' ",30
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Other main scheme choice' ",35
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Extra' ",10
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'Main scheme Clearing' ",35
2009 ,"'Y Combined social sciences' ","'EU (excluding UK)' ","'RPA' ",20
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Firm choice' ",420
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Insurance choice' ",80
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Other main scheme choice' ",45
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Extra' ",5
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Main scheme Clearing' ",85
2009 ,"'Y Combined social sciences' ","'Not EU' ","'Direct Clearing' ",5
2009 ,"'Y Combined social sciences' ","'Not EU' ","'RPA' ",110
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Firm choice' ",14175
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Insurance choice' ",1220
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Other main scheme choice' ",795
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Extra' ",210
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Adjustment' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Main scheme Clearing' ",1500
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'Direct Clearing' ",505
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'UK' ","'RPA' ",1070
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Firm choice' ",535
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Insurance choice' ",40
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",90
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Extra' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",50
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",25
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'EU (excluding UK)' ","'RPA' ",130
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Firm choice' ",615
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Insurance choice' ",130
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Other main scheme choice' ",75
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Extra' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Main scheme Clearing' ",115
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'Direct Clearing' ",10
2009 ,"'Y Sciences combined with Social Sciences or Arts' ","'Not EU' ","'RPA' ",210
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Firm choice' ",8125
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Insurance choice' ",740
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Other main scheme choice' ",425
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Extra' ",135
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Adjustment' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Main scheme Clearing' ",880
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'Direct Clearing' ",270
2009 ,"'Y Social Sciences combined with Arts' ","'UK' ","'RPA' ",615
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Firm choice' ",660
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Insurance choice' ",60
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Other main scheme choice' ",65
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Extra' ",15
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Main scheme Clearing' ",45
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'Direct Clearing' ",10
2009 ,"'Y Social Sciences combined with Arts' ","'EU (excluding UK)' ","'RPA' ",35
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Firm choice' ",390
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Insurance choice' ",50
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Other main scheme choice' ",40
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Extra' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Main scheme Clearing' ",45
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'Direct Clearing' ",5
2009 ,"'Y Social Sciences combined with Arts' ","'Not EU' ","'RPA' ",85
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Firm choice' ",3005
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Insurance choice' ",195
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Other main scheme choice' ",255
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Extra' ",70
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Main scheme Clearing' ",525
2009 ,"'Z General, other combined and unknown' ","'UK' ","'Direct Clearing' ",155
2009 ,"'Z General, other combined and unknown' ","'UK' ","'RPA' ",550
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Firm choice' ",295
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Insurance choice' ",15
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Other main scheme choice' ",20
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Extra' ",10
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'Main scheme Clearing' ",25
2009 ,"'Z General, other combined and unknown' ","'EU (excluding UK)' ","'RPA' ",15
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Firm choice' ",255
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Insurance choice' ",20
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Other main scheme choice' ",40
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Extra' ",5
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Main scheme Clearing' ",40
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'Direct Clearing' ",10
2009 ,"'Z General, other combined and unknown' ","'Not EU' ","'RPA' ",230
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Firm choice' ",7875
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Insurance choice' ",70
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Other main scheme choice' ",15
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Extra' ",20
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Adjustment' ",5
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'Main scheme Clearing' ",175
2010 ,"'Group A Medicine and Dentistry' ","'UK' ","'RPA' ",60
2010 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Firm choice' ",230
2010 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Insurance choice' ",5
2010 ,"'Group A Medicine and Dentistry' ","'EU (excluding UK)' ","'Main scheme Clearing' ",5
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Firm choice' ",650
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Insurance choice' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Other main scheme choice' ",5
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Extra' ",10
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'Main scheme Clearing' ",35
2010 ,"'Group A Medicine and Dentistry' ","'Not EU' ","'RPA' ",70
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Firm choice' ",37470
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Insurance choice' ",2030
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Other main scheme choice' ",1620
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Extra' ",885
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Adjustment' ",15
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Main scheme Clearing' ",3195
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'Direct Clearing' ",490
2010 ,"'Group B Subjects allied to Medicine' ","'UK' ","'RPA' ",945
2010 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Firm choice' ",1280
2010 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Insurance choice' ",125
2010 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Other main scheme choice' ",75
2010 ,"'Group B Subjects allied to Medicine' ","'EU (excluding UK)' ","'Extra' ",35
