"Statistic:   Number of Acceptances"
"Variables:   Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route , Cycle Year"
"Coverage:   UK domiciled"
"For a list of key definitions and descriptions please refer to the PDF file provided - EOC_data_resource_2016-DR3_021_07.pdf"
 
Cycle Year,Subject Group (Summary Level) , Applicant Domicile (Region) , Acceptance Route,Number of Acceptances,
2007 ,"'Group A Medicine and Dentistry' ","'North East' ","'Firm choice' ",210
2008 ,"'Group A Medicine and Dentistry' ","'North West' ","'Extra' ",5
2008 ,"'Group A Medicine and Dentistry' ","'North West' ","'Main scheme Clearing' ",20
2008 ,"'Group A Medicine and Dentistry' ","'North West' ","'RPA' ",10
2008 ,"'Group A Medicine and Dentistry' ","'East Midlands' ","'Firm choice' ",455
2008 ,"'Group A Medicine and Dentistry' ","'East Midlands' ","'Insurance choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'East Midlands' ","'Main scheme Clearing' ",10
2008 ,"'Group A Medicine and Dentistry' ","'West Midlands' ","'Firm choice' ",605
2008 ,"'Group A Medicine and Dentistry' ","'West Midlands' ","'Insurance choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'West Midlands' ","'Main scheme Clearing' ",15
2008 ,"'Group A Medicine and Dentistry' ","'West Midlands' ","'RPA' ",5
2008 ,"'Group A Medicine and Dentistry' ","'East of England' ","'Firm choice' ",620
2008 ,"'Group A Medicine and Dentistry' ","'East of England' ","'Insurance choice' ",10
2008 ,"'Group A Medicine and Dentistry' ","'East of England' ","'Extra' ",5
2008 ,"'Group A Medicine and Dentistry' ","'East of England' ","'Main scheme Clearing' ",15
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'Firm choice' ",1380
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'Insurance choice' ",10
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'Other main scheme choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'Extra' ",5
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'Main scheme Clearing' ",40
2008 ,"'Group A Medicine and Dentistry' ","'London' ","'RPA' ",5
2008 ,"'Group A Medicine and Dentistry' ","'South East' ","'Firm choice' ",1085
2008 ,"'Group A Medicine and Dentistry' ","'South East' ","'Insurance choice' ",15
2008 ,"'Group A Medicine and Dentistry' ","'South East' ","'Other main scheme choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'South East' ","'Main scheme Clearing' ",30
2008 ,"'Group A Medicine and Dentistry' ","'South East' ","'RPA' ",10
2008 ,"'Group A Medicine and Dentistry' ","'South West' ","'Firm choice' ",585
2008 ,"'Group A Medicine and Dentistry' ","'South West' ","'Insurance choice' ",5
2008 ,"'Group A Medicine and Dentistry' ","'South West' ","'Main scheme Clearing' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Wales' ","'Firm choice' ",340
2008 ,"'Group A Medicine and Dentistry' ","'Wales' ","'Main scheme Clearing' ",10
2008 ,"'Group A Medicine and Dentistry' ","'Wales' ","'RPA' ",5
2008 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Firm choice' ",710
2008 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Insurance choice' ",10
2008 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Extra' ",15
2008 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'Main scheme Clearing' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Scotland' ","'RPA' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Firm choice' ",445
2008 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Insurance choice' ",10
2008 ,"'Group A Medicine and Dentistry' ","'Northern Ireland' ","'Main scheme Clearing' ",20
2008 ,"'Group A Medicine and Dentistry' ","'Unknown' ","'Firm choice' ",5
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Firm choice' ",1495
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Insurance choice' ",45
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Other main scheme choice' ",105
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Extra' ",25
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Main scheme Clearing' ",110
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'Direct Clearing' ",40
2008 ,"'Group B Subjects allied to Medicine' ","'North East' ","'RPA' ",95
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Firm choice' ",2605
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Insurance choice' ",110
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",195
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Extra' ",50
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",270
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'Direct Clearing' ",65
2008 ,"'Group B Subjects allied to Medicine' ","'Yorkshire and The Humber' ","'RPA' ",205
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Firm choice' ",4085
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Insurance choice' ",180
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Other main scheme choice' ",340
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Extra' ",90
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Main scheme Clearing' ",445
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'Direct Clearing' ",145
2008 ,"'Group B Subjects allied to Medicine' ","'North West' ","'RPA' ",325
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Firm choice' ",2390
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Insurance choice' ",115
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Other main scheme choice' ",155
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Extra' ",60
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Main scheme Clearing' ",225
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'Direct Clearing' ",80
2008 ,"'Group B Subjects allied to Medicine' ","'East Midlands' ","'RPA' ",75
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Firm choice' ",3175
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Insurance choice' ",185
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Other main scheme choice' ",285
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Extra' ",85
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Main scheme Clearing' ",415
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'Direct Clearing' ",115
2008 ,"'Group B Subjects allied to Medicine' ","'West Midlands' ","'RPA' ",230
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Firm choice' ",2095
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Insurance choice' ",65
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Other main scheme choice' ",195
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Extra' ",55
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Main scheme Clearing' ",240
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'Direct Clearing' ",80
2008 ,"'Group B Subjects allied to Medicine' ","'East of England' ","'RPA' ",145
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Firm choice' ",3690
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Insurance choice' ",325
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Other main scheme choice' ",380
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Extra' ",150
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Main scheme Clearing' ",910
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'Direct Clearing' ",205
2008 ,"'Group B Subjects allied to Medicine' ","'London' ","'RPA' ",485
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Firm choice' ",3335
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Insurance choice' ",125
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Other main scheme choice' ",265
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Extra' ",105
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Main scheme Clearing' ",275
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'Direct Clearing' ",130
2008 ,"'Group B Subjects allied to Medicine' ","'South East' ","'RPA' ",255
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Firm choice' ",2380
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Insurance choice' ",70
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Other main scheme choice' ",195
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Extra' ",60
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Main scheme Clearing' ",210
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'Direct Clearing' ",75
2008 ,"'Group B Subjects allied to Medicine' ","'South West' ","'RPA' ",150
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Firm choice' ",1430
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Insurance choice' ",55
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Other main scheme choice' ",50
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Extra' ",35
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Main scheme Clearing' ",140
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'Direct Clearing' ",50
2008 ,"'Group B Subjects allied to Medicine' ","'Wales' ","'RPA' ",40
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Firm choice' ",1470
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Insurance choice' ",90
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Other main scheme choice' ",65
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Extra' ",20
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Main scheme Clearing' ",110
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'Direct Clearing' ",30
2008 ,"'Group B Subjects allied to Medicine' ","'Scotland' ","'RPA' ",190
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Firm choice' ",1305
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Insurance choice' ",85
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Other main scheme choice' ",10
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Extra' ",15
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Main scheme Clearing' ",90
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'Direct Clearing' ",10
2008 ,"'Group B Subjects allied to Medicine' ","'Northern Ireland' ","'RPA' ",5
2008 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'Firm choice' ",20
2008 ,"'Group B Subjects allied to Medicine' ","'Unknown' ","'RPA' ",15
2008 ,"'Group C Biological Sciences' ","'North East' ","'Firm choice' ",1055
2008 ,"'Group C Biological Sciences' ","'North East' ","'Insurance choice' ",105
2008 ,"'Group C Biological Sciences' ","'North East' ","'Other main scheme choice' ",15
2008 ,"'Group C Biological Sciences' ","'North East' ","'Extra' ",20
2008 ,"'Group C Biological Sciences' ","'North East' ","'Main scheme Clearing' ",95
2008 ,"'Group C Biological Sciences' ","'North East' ","'Direct Clearing' ",30
2008 ,"'Group C Biological Sciences' ","'North East' ","'RPA' ",70
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Firm choice' ",1940
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Insurance choice' ",180
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Other main scheme choice' ",65
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Extra' ",30
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Main scheme Clearing' ",170
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'Direct Clearing' ",65
2008 ,"'Group C Biological Sciences' ","'Yorkshire and The Humber' ","'RPA' ",105
2008 ,"'Group C Biological Sciences' ","'North West' ","'Firm choice' ",2695
2008 ,"'Group C Biological Sciences' ","'North West' ","'Insurance choice' ",300
2008 ,"'Group C Biological Sciences' ","'North West' ","'Other main scheme choice' ",85
2008 ,"'Group C Biological Sciences' ","'North West' ","'Extra' ",55
2008 ,"'Group C Biological Sciences' ","'North West' ","'Main scheme Clearing' ",250
2008 ,"'Group C Biological Sciences' ","'North West' ","'Direct Clearing' ",60
2008 ,"'Group C Biological Sciences' ","'North West' ","'RPA' ",195
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Firm choice' ",1725
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Insurance choice' ",185
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Other main scheme choice' ",50
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Extra' ",35
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Main scheme Clearing' ",140
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'Direct Clearing' ",50
2008 ,"'Group C Biological Sciences' ","'East Midlands' ","'RPA' ",55
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Firm choice' ",2180
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Insurance choice' ",210
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Other main scheme choice' ",50
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Extra' ",35
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Main scheme Clearing' ",230
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'Direct Clearing' ",50
2008 ,"'Group C Biological Sciences' ","'West Midlands' ","'RPA' ",175
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Firm choice' ",2250
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Insurance choice' ",210
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Other main scheme choice' ",80
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Extra' ",45
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Main scheme Clearing' ",190
2008 ,"'Group C Biological Sciences' ","'East of England' ","'Direct Clearing' ",55
2008 ,"'Group C Biological Sciences' ","'East of England' ","'RPA' ",95
2008 ,"'Group C Biological Sciences' ","'London' ","'Firm choice' ",2865
2008 ,"'Group C Biological Sciences' ","'London' ","'Insurance choice' ",460
2008 ,"'Group C Biological Sciences' ","'London' ","'Other main scheme choice' ",115
2008 ,"'Group C Biological Sciences' ","'London' ","'Extra' ",65
2008 ,"'Group C Biological Sciences' ","'London' ","'Main scheme Clearing' ",600
2008 ,"'Group C Biological Sciences' ","'London' ","'Direct Clearing' ",135
2008 ,"'Group C Biological Sciences' ","'London' ","'RPA' ",325
2008 ,"'Group C Biological Sciences' ","'South East' ","'Firm choice' ",3245
2008 ,"'Group C Biological Sciences' ","'South East' ","'Insurance choice' ",390
2008 ,"'Group C Biological Sciences' ","'South East' ","'Other main scheme choice' ",75
2008 ,"'Group C Biological Sciences' ","'South East' ","'Extra' ",50
2008 ,"'Group C Biological Sciences' ","'South East' ","'Main scheme Clearing' ",260
2008 ,"'Group C Biological Sciences' ","'South East' ","'Direct Clearing' ",55
2008 ,"'Group C Biological Sciences' ","'South East' ","'RPA' ",105
2008 ,"'Group C Biological Sciences' ","'South West' ","'Firm choice' ",2060
2008 ,"'Group C Biological Sciences' ","'South West' ","'Insurance choice' ",190
2008 ,"'Group C Biological Sciences' ","'South West' ","'Other main scheme choice' ",45
2008 ,"'Group C Biological Sciences' ","'South West' ","'Extra' ",35
2008 ,"'Group C Biological Sciences' ","'South West' ","'Main scheme Clearing' ",145
2008 ,"'Group C Biological Sciences' ","'South West' ","'Direct Clearing' ",45
2008 ,"'Group C Biological Sciences' ","'South West' ","'RPA' ",80
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Firm choice' ",1205
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Insurance choice' ",90
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Other main scheme choice' ",40
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Extra' ",20
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Main scheme Clearing' ",120
2008 ,"'Group C Biological Sciences' ","'Wales' ","'Direct Clearing' ",25
2008 ,"'Group C Biological Sciences' ","'Wales' ","'RPA' ",75
2008 ,"'Group C Biological Sciences' ","'Scotland' ","'Firm choice' ",1740
2008 ,"'Group C Biological Sciences' ","'Scotland' ","'Insurance choice' ",165
2008 ,"'Group C Biological Sciences' ","'Scotland' ","'Other main scheme choice' ",90
2008 ,"'Group C Biological Sciences' ","'Scotland' ","'Extra' ",20
2008 ,"'Group C Biological Sciences' ","'Scotland' ","'Main scheme Clearing' ",130
